"SITE_ID", "GROUP_ID", "VARIABLE_GROUP", "BIOMASS_N", "BIOMASS_N_SPATIAL_VARIABILITY", "BIOMASS_ORGAN", "BIOMASS_PHEN", "BIOMASS_SPP", "BIOMASS_COMMENT", "BIOMASS_C", "BIOMASS_DATE", "BIOMASS_CN_RATIO", 
"US-Ne1", "24383", "GRP_BIOMASS_CHEM", "0.292", , "Total", "Mixed/unknown", "(All)", , "4.4625", "20040726", , 
"US-Ne1", "24525", "GRP_BIOMASS_CHEM", "0.4322", , "Total", "Mixed/unknown", "(All)", , "4.4528", "20020529", , 
"US-Ne1", "24526", "GRP_BIOMASS_CHEM", "0.46538", , "Total", "Mixed/unknown", "(All)", , "4.32374", "20030606", , 
"US-Ne1", "24782", "GRP_BIOMASS_CHEM", "0.3156", , "Total", "Mixed/unknown", "(All)", , "4.22335", "20010713", , 
"US-Ne1", "25036", "GRP_BIOMASS_CHEM", "0.3226", , "Total", "Mixed/unknown", "(All)", , "4.4575", "20020708", , 
"US-Ne1", "25167", "GRP_BIOMASS_CHEM", "0.271", , "Total", "Mixed/unknown", "(All)", , "4.0685", "20010809", , 
"US-Ne1", "25295", "GRP_BIOMASS_CHEM", "0.28968", , "Total", "Mixed/unknown", "(All)", , "4.30842", "20030728", , 
"US-Ne1", "25556", "GRP_BIOMASS_CHEM", "0.4574", , "Total", "Mixed/unknown", "(All)", , "4.4296", "20020618", , 
"US-Ne1", "25582", "GRP_BIOMASS_CHEM", "0.30842", , "Total", "Mixed/unknown", "(All)", , "4.30532", "20030808", , 
"US-Ne1", "25583", "GRP_BIOMASS_CHEM", "0.25714", , "Total", "Mixed/unknown", "(All)", , "4.19102", "20030826", , 
"US-Ne1", "26059", "GRP_BIOMASS_CHEM", "0.3004", , "Total", "Mixed/unknown", "(All)", , "4.3909", "20020701", , 
"US-Ne1", "26060", "GRP_BIOMASS_CHEM", "0.3136", , "Total", "Mixed/unknown", "(All)", , "4.4323", "20020715", , 
"US-Ne1", "26172", "GRP_BIOMASS_CHEM", "0.232", , "Total", "Mixed/unknown", "(All)", , "4.0414", "20010815", , 
"US-Ne1", "26173", "GRP_BIOMASS_CHEM", "0.2779", , "Total", "Mixed/unknown", "(All)", , "4.4272", "20040805", , 
"US-Ne1", "26199", "GRP_BIOMASS_CHEM", "0.3866", , "Total", "Mixed/unknown", "(All)", , "4.3904", "20040603", , 
"US-Ne1", "26200", "GRP_BIOMASS_CHEM", "0.3112", , "Total", "Mixed/unknown", "(All)", , "4.4439", "20040701", , 
"US-Ne1", "26327", "GRP_BIOMASS_CHEM", "0.285", , "Total", "Mixed/unknown", "(All)", , "4.401", "20040713", , 
"US-Ne1", "26549", "GRP_BIOMASS_CHEM", "0.2799", , "Total", "Mixed/unknown", "(All)", , "4.3105", "20020812", , 
"US-Ne1", "26550", "GRP_BIOMASS_CHEM", "0.2722", , "Total", "Mixed/unknown", "(All)", , "4.2683", "20040817", , 
"US-Ne1", "26580", "GRP_BIOMASS_CHEM", "0.17944", , "Total", "Mixed/unknown", "(All)", , "4.10208", "20030926", , 
"US-Ne1", "26581", "GRP_BIOMASS_CHEM", "0.4058", , "Total", "Mixed/unknown", "(All)", , "4.3727", "20040615", , 
"US-Ne2", "23746", "GRP_BIOMASS_CHEM", "0.4792", , "Total", "Mixed/unknown", "(All)", , "4.4244", "20020625", , 
"US-Ne2", "23881", "GRP_BIOMASS_CHEM", "0.2636", , "Total", "Mixed/unknown", "(All)", , "4.4232", "20020919", , 
"US-Ne2", "23882", "GRP_BIOMASS_CHEM", "0.48385", , "Total", "Mixed/unknown", "(All)", , "4.41088", "20030606", , 
"US-Ne2", "23883", "GRP_BIOMASS_CHEM", "0.410933", , "Total", "Mixed/unknown", "(All)", , "4.43863", "20030624", , 
"US-Ne2", "24008", "GRP_BIOMASS_CHEM", "0.5244", , "Total", "Mixed/unknown", "(All)", , "4.5388", "20020724", , 
"US-Ne2", "24010", "GRP_BIOMASS_CHEM", "0.306067", , "Total", "Mixed/unknown", "(All)", , "4.22597", "20010713", , 
"US-Ne2", "24011", "GRP_BIOMASS_CHEM", "0.276117", , "Total", "Mixed/unknown", "(All)", , "4.04005", "20010809", , 
"US-Ne2", "24123", "GRP_BIOMASS_CHEM", "0.2944", , "Total", "Mixed/unknown", "(All)", , "4.4698", "20020910", , 
"US-Ne2", "24124", "GRP_BIOMASS_CHEM", "0.270683", , "Total", "Mixed/unknown", "(All)", , "4.24317", "20030806", , 
"US-Ne2", "24125", "GRP_BIOMASS_CHEM", "0.509", , "Total", "Mixed/unknown", "(All)", , "4.6245", "20040813", , 
"US-Ne2", "24380", "GRP_BIOMASS_CHEM", "0.300883", , "Total", "Mixed/unknown", "(All)", , "4.32303", "20030725", , 
"US-Ne2", "24381", "GRP_BIOMASS_CHEM", "0.272083", , "Total", "Mixed/unknown", "(All)", , "4.24012", "20030822", , 
"US-Ne2", "24382", "GRP_BIOMASS_CHEM", "0.5035", , "Total", "Mixed/unknown", "(All)", , "4.6238", "20040826", , 
"US-Ne2", "24384", "GRP_BIOMASS_CHEM", "0.3081", , "Total", "Mixed/unknown", "(All)", , "4.1276", "20010720", , 
"US-Ne2", "24781", "GRP_BIOMASS_CHEM", "0.31695", , "Total", "Mixed/unknown", "(All)", , "4.47443", "20030707", , 
"US-Ne2", "24911", "GRP_BIOMASS_CHEM", "0.33195", , "Total", "Mixed/unknown", "(All)", , "4.54233", "20030716", , 
"US-Ne2", "24912", "GRP_BIOMASS_CHEM", "0.2139", , "Total", "Mixed/unknown", "(All)", , "4.20313", "20030912", , 
"US-Ne2", "25034", "GRP_BIOMASS_CHEM", "0.4612", , "Total", "Mixed/unknown", "(All)", , "4.4093", "20040624", , 
"US-Ne2", "25035", "GRP_BIOMASS_CHEM", "0.4794", , "Total", "Mixed/unknown", "(All)", , "4.5053", "20040720", , 
"US-Ne2", "25037", "GRP_BIOMASS_CHEM", "0.474125", , "Total", "Mixed/unknown", "(All)", , "4.3216", "20010613", , 
"US-Ne2", "25038", "GRP_BIOMASS_CHEM", "0.426267", , "Total", "Mixed/unknown", "(All)", , "4.12223", "20010621", , 
"US-Ne2", "25165", "GRP_BIOMASS_CHEM", "0.4438", , "Total", "Mixed/unknown", "(All)", , "4.3849", "20020710", , 
"US-Ne2", "25166", "GRP_BIOMASS_CHEM", "0.5029", , "Total", "Mixed/unknown", "(All)", , "4.5719", "20020806", , 
"US-Ne2", "25555", "GRP_BIOMASS_CHEM", "0.4927", , "Total", "Mixed/unknown", "(All)", , "4.4566", "20040708", , 
"US-Ne2", "25557", "GRP_BIOMASS_CHEM", "0.35075", , "Total", "Mixed/unknown", "(All)", , "4.25455", "20010629", , 
"US-Ne2", "26058", "GRP_BIOMASS_CHEM", "0.4516", , "Total", "Mixed/unknown", "(All)", , "4.5645", "20040730", , 
"US-Ne2", "26171", "GRP_BIOMASS_CHEM", "0.3482", , "Total", "Mixed/unknown", "(All)", , "4.5882", "20040916", , 
"US-Ne2", "26422", "GRP_BIOMASS_CHEM", "0.329067", , "Total", "Mixed/unknown", "(All)", , "4.22633", "20010709", , 
"US-Ne2", "26551", "GRP_BIOMASS_CHEM", "0.237417", , "Total", "Mixed/unknown", "(All)", , "4.0195", "20010820", , 
"US-Ne3", "24129", "GRP_BIOMASS_CHEM", "0.284", , "Total", "Mixed/unknown", "(All)", , "4.3831", "20030723", , 
"US-Ne3", "24141", "GRP_BIOMASS_CHEM", "0.282067", , "Total", "Mixed/unknown", "(All)", , "4.1054", "20010807", , 
"US-Ne3", "24527", "GRP_BIOMASS_CHEM", "0.280483", , "Total", "Mixed/unknown", "(All)", , "4.52918", "20030714", , 
"US-Ne3", "25307", "GRP_BIOMASS_CHEM", "0.348433", , "Total", "Mixed/unknown", "(All)", , "4.16348", "20010711", , 
"US-Ne3", "25558", "GRP_BIOMASS_CHEM", "0.315133", , "Total", "Mixed/unknown", "(All)", , "4.4558", "20030703", , 
"US-Ne3", "25800", "GRP_BIOMASS_CHEM", "0.245883", , "Total", "Mixed/unknown", "(All)", , "4.17072", "20010814", , 
"US-Ne3", "26174", "GRP_BIOMASS_CHEM", "0.203583", , "Total", "Mixed/unknown", "(All)", , "4.22608", "20030820", , 
"US-Ne3", "26295", "GRP_BIOMASS_CHEM", "0.15365", , "Total", "Mixed/unknown", "(All)", , "4.17158", "20030904", , 
"US-Ne3", "26311", "GRP_BIOMASS_CHEM", "0.445867", , "Total", "Mixed/unknown", "(All)", , "4.18227", "20010621", , 
"US-Ne3", "26312", "GRP_BIOMASS_CHEM", "0.379217", , "Total", "Mixed/unknown", "(All)", , "4.23075", "20010628", , 
"US-Ne3", "26313", "GRP_BIOMASS_CHEM", "0.346633", , "Total", "Mixed/unknown", "(All)", , "4.23995", "20010705", , 
"US-Ne3", "26423", "GRP_BIOMASS_CHEM", "0.505067", , "Total", "Mixed/unknown", "(All)", , "4.38292", "20030606", , 
"US-Ne3", "26424", "GRP_BIOMASS_CHEM", "0.456883", , "Total", "Mixed/unknown", "(All)", , "4.45517", "20030619", , 
"US-Ne3", "26552", "GRP_BIOMASS_CHEM", "0.236617", , "Total", "Mixed/unknown", "(All)", , "4.37488", "20030804", , 
"US-Ne3", "26565", "GRP_BIOMASS_CHEM", "0.342467", , "Total", "Mixed/unknown", "(All)", , "4.24638", "20010718", , 
"US-NR1", "24332", "GRP_BIOMASS_CHEM", "0.088", , "Total", "Mixed/unknown", "PICO (NRCS plant code)", "ABLA=subalpine fir; PIEN=Engelmann spruce; PICO=lodgepole pine. Unpublished data from summer 2000. Help for this section was provided by Jia Hu (jia.hu@colorado.edu) and Maggie Prater (maggie.prater@colorado.edu).", "5.1", "20000718", , 
"US-NR1", "24465", "GRP_BIOMASS_CHEM", "0.106", , "Total", "Mixed/unknown", "ABLA (NRCS plant code)", "ABLA=subalpine fir; PIEN=Engelmann spruce, PICO=lodgepole pine. Unpublished data from summer 2000. Help for this section was provided by Jia Hu (jia.hu@colorado.edu) and Maggie Prater (maggie.prater@colorado.edu).", , "20000718", , 
"US-NR1", "24855", "GRP_BIOMASS_CHEM", "0.101", , "Total", "Mixed/unknown", "PIEN (NRCS plant code)", "ABLA=subalpine fir; PIEN=Engelmann spruce; PICO=lodgepole pine. Unpublished data from summer 2000. Help for this section was provided by Jia Hu (jia.hu@colorado.edu) and Maggie Prater (maggie.prater@colorado.edu).", "4.75", "20000718", , 
"US-NR1", "24856", "GRP_BIOMASS_CHEM", , , "Total", "Mixed/unknown", "ABLA (NRCS plant code)", "ABLA=subalpine fir; PIEN=Engelmann spruce; PICO=lodgepole pine. Unpublished data from summer 2000. Help for this section was provided by Jia Hu (jia.hu@colorado.edu) and Maggie Prater (maggie.prater@colorado.edu).", "4.8", "20000718", , 
"US-PFa", "27314", "GRP_BIOMASS_CHEM", "0.245", , "Total", "Mixed/unknown", "FRPE (NRCS plant code)", "Fraxinus pennsylvanica; Paul. Bolstad, 126 leaf samples, taken at Willow Creek", , "2000", , 
"US-PFa", "27315", "GRP_BIOMASS_CHEM", "0.184", , "Total", "Mixed/unknown", "ACSA3 (NRCS plant code)", "A. Saccharum; Paul. Bolstad, 126 leaf samples, taken at Willow Creek", , "2000", , 
"US-PFa", "29483", "GRP_BIOMASS_CHEM", , , "Total", "Mixed/unknown", "(All)", "average over all species; Paul Bolstad, from Willow Creek", "4.74", , , 
"US-Shd", "25250", "GRP_BIOMASS_CHEM", , , "Total", "Mixed/unknown", "(All)", , "4.278", "19980331", , 
"US-Shd", "25252", "GRP_BIOMASS_CHEM", "0.063", , "Total", "Mixed/unknown", "(All)", , , "19971010", , 
"US-Shd", "25253", "GRP_BIOMASS_CHEM", "0.072", , "Total", "Mixed/unknown", "(All)", , , "19971107", , 
"US-Shd", "25254", "GRP_BIOMASS_CHEM", "0.0726", , "Total", "Mixed/unknown", "(All)", , , "19990330", , 
"US-Shd", "25255", "GRP_BIOMASS_CHEM", "0.0397", , "Total", "Mixed/unknown", "(All)", , , "19990406", , 
"US-Shd", "25256", "GRP_BIOMASS_CHEM", "0.07485", , "Total", "Mixed/unknown", "(All)", , , "19990923", , 
"US-Shd", "25257", "GRP_BIOMASS_CHEM", "0.08718", , "Total", "Mixed/unknown", "(All)", , , "19991022", , 
"US-Shd", "25258", "GRP_BIOMASS_CHEM", "0.09304", , "Total", "Mixed/unknown", "(All)", , , "19990820", , 
"US-Shd", "25260", "GRP_BIOMASS_CHEM", "0.0855", , "Total", "Mixed/unknown", "(All)", , , "19980708", , 
"US-Shd", "25262", "GRP_BIOMASS_CHEM", , , "Total", "Mixed/unknown", "(All)", , "4.649", "20000928", , 
"US-Shd", "25263", "GRP_BIOMASS_CHEM", , , "Total", "Mixed/unknown", "(All)", , "3.934", "20000608", , 
"US-Shd", "25264", "GRP_BIOMASS_CHEM", "0.1046", , "Total", "Mixed/unknown", "(All)", , , "20000329", , 
"US-Shd", "25265", "GRP_BIOMASS_CHEM", "0.0668", , "Total", "Mixed/unknown", "(All)", , , "19980821", , 
"US-Shd", "25267", "GRP_BIOMASS_CHEM", , , "Total", "Mixed/unknown", "(All)", , "4.269", "19991105", , 
"US-Shd", "25268", "GRP_BIOMASS_CHEM", , , "Total", "Mixed/unknown", "(All)", , "5.494", "19990820", , 
"US-Shd", "25269", "GRP_BIOMASS_CHEM", "0.1315", , "Total", "Mixed/unknown", "(All)", , , "19990311", , 
"US-Shd", "25270", "GRP_BIOMASS_CHEM", "0.0699", , "Total", "Mixed/unknown", "(All)", , , "19990330", , 
"US-Shd", "25271", "GRP_BIOMASS_CHEM", "0.267", , "Total", "Mixed/unknown", "(All)", , , "19990506", , 
"US-Shd", "25274", "GRP_BIOMASS_CHEM", , , "Total", "Mixed/unknown", "(All)", , "7.0405", "19980708", , 
"US-Shd", "25275", "GRP_BIOMASS_CHEM", , , "Total", "Mixed/unknown", "(All)", , "4.332", "19970721", , 
"US-Shd", "25281", "GRP_BIOMASS_CHEM", "0.072", , "Total", "Mixed/unknown", "(All)", , , "19971010", , 
"US-Shd", "25282", "GRP_BIOMASS_CHEM", "0.071", , "Total", "Mixed/unknown", "(All)", , , "19971024", , 
"US-Shd", "25288", "GRP_BIOMASS_CHEM", "0.152", , "Total", "Mixed/unknown", "(All)", , , "19970609", , 
"US-Shd", "25289", "GRP_BIOMASS_CHEM", , , "Total", "Mixed/unknown", "(All)", , "4.258", "19970609", , 
"US-Shd", "25290", "GRP_BIOMASS_CHEM", , , "Total", "Mixed/unknown", "(All)", , "4.329", "19970623", , 
"US-Shd", "25291", "GRP_BIOMASS_CHEM", , , "Total", "Mixed/unknown", "(All)", , "4.375", "19961007", , 
"US-Shd", "25388", "GRP_BIOMASS_CHEM", "0.15725", , "Total", "Mixed/unknown", "(All)", , , "19980708", , 
"US-Shd", "25390", "GRP_BIOMASS_CHEM", "0.0356", , "Total", "Mixed/unknown", "(All)", , , "20000327", , 
"US-Shd", "25392", "GRP_BIOMASS_CHEM", , , "Total", "Mixed/unknown", "(All)", , "4.61", "20000427", , 
"US-Shd", "25393", "GRP_BIOMASS_CHEM", , , "Total", "Mixed/unknown", "(All)", , "4.062", "20000525", , 
"US-Shd", "25394", "GRP_BIOMASS_CHEM", , , "Total", "Mixed/unknown", "(All)", , "4.321", "20000831", , 
"US-Shd", "25397", "GRP_BIOMASS_CHEM", , , "Total", "Mixed/unknown", "(All)", , "4.86", "20000506", , 
"US-Shd", "25398", "GRP_BIOMASS_CHEM", "0.184", , "Total", "Mixed/unknown", "(All)", , , "19980512", , 
"US-Shd", "25399", "GRP_BIOMASS_CHEM", "0.1836", , "Total", "Mixed/unknown", "(All)", , , "20000323", , 
"US-Shd", "25400", "GRP_BIOMASS_CHEM", "0.0743", , "Total", "Mixed/unknown", "(All)", , , "19990811", , 
"US-Shd", "25401", "GRP_BIOMASS_CHEM", "0.3402", , "Total", "Mixed/unknown", "(All)", , , "19990322", , 
"US-Shd", "25402", "GRP_BIOMASS_CHEM", "0.047", , "Total", "Mixed/unknown", "(All)", , , "19990330", , 
"US-Shd", "25403", "GRP_BIOMASS_CHEM", "0.0486", , "Total", "Mixed/unknown", "(All)", , , "19990330", , 
"US-Shd", "25404", "GRP_BIOMASS_CHEM", "0.1253", , "Total", "Mixed/unknown", "(All)", , , "20000329", , 
"US-Shd", "25405", "GRP_BIOMASS_CHEM", , , "Total", "Mixed/unknown", "(All)", , "4.338", "19980527", , 
"US-Shd", "25406", "GRP_BIOMASS_CHEM", , , "Total", "Mixed/unknown", "(All)", , "4.272", "19980609", , 
"US-Shd", "25407", "GRP_BIOMASS_CHEM", , , "Total", "Mixed/unknown", "(All)", , "4.396", "19980609", , 
"US-Shd", "25408", "GRP_BIOMASS_CHEM", , , "Total", "Mixed/unknown", "(All)", , "4.249", "19971208", , 
"US-Shd", "25409", "GRP_BIOMASS_CHEM", , , "Total", "Mixed/unknown", "(All)", , "6.438", "19980723", , 
"US-Shd", "25413", "GRP_BIOMASS_CHEM", , , "Total", "Mixed/unknown", "(All)", , "4.07", "19980331", , 
"US-Shd", "25414", "GRP_BIOMASS_CHEM", , , "Total", "Mixed/unknown", "(All)", , "4.256", "19980414", , 
"US-Shd", "25415", "GRP_BIOMASS_CHEM", , , "Total", "Mixed/unknown", "(All)", , "4.172", "19980202", , 
"US-Shd", "25416", "GRP_BIOMASS_CHEM", , , "Total", "Mixed/unknown", "(All)", , "4.353", "19980219", , 
"US-Shd", "25419", "GRP_BIOMASS_CHEM", , , "Total", "Mixed/unknown", "(All)", , "4.291", "19970609", , 
"US-Shd", "25509", "GRP_BIOMASS_CHEM", "0.103", , "Total", "Mixed/unknown", "(All)", , , "19971208", , 
"US-Shd", "25510", "GRP_BIOMASS_CHEM", "0.073", , "Total", "Mixed/unknown", "(All)", , "4.212", "19970804", , 
"US-Shd", "25511", "GRP_BIOMASS_CHEM", , , "Total", "Mixed/unknown", "(All)", , "4.225", "19971208", , 
"US-Shd", "25512", "GRP_BIOMASS_CHEM", "0.0482", , "Total", "Mixed/unknown", "(All)", , , "19990330", , 
"US-Shd", "25513", "GRP_BIOMASS_CHEM", "0.0556", , "Total", "Mixed/unknown", "(All)", , , "19990330", , 
"US-Shd", "25514", "GRP_BIOMASS_CHEM", "0.3829", , "Total", "Mixed/unknown", "(All)", , , "19990421", , 
"US-Shd", "25515", "GRP_BIOMASS_CHEM", "0.0584", , "Total", "Mixed/unknown", "(All)", , , "19990714", , 
"US-Shd", "25516", "GRP_BIOMASS_CHEM", "0.07234", , "Total", "Mixed/unknown", "(All)", , , "19990728", , 
"US-Shd", "25519", "GRP_BIOMASS_CHEM", "0.086", , "Total", "Mixed/unknown", "(All)", , , "19980807", , 
"US-Shd", "25520", "GRP_BIOMASS_CHEM", "0.1347", , "Total", "Mixed/unknown", "(All)", , , "20000608", , 
"US-Shd", "25521", "GRP_BIOMASS_CHEM", "0.07116", , "Total", "Mixed/unknown", "(All)", , , "20000706", , 
"US-Shd", "25522", "GRP_BIOMASS_CHEM", , , "Total", "Mixed/unknown", "(All)", , "4.494", "20000608", , 
"US-Shd", "25523", "GRP_BIOMASS_CHEM", , , "Total", "Mixed/unknown", "(All)", , "1.81", "20000608", , 
"US-Shd", "25524", "GRP_BIOMASS_CHEM", "0.1323", , "Total", "Mixed/unknown", "(All)", , , "19980918", , 
"US-Shd", "25525", "GRP_BIOMASS_CHEM", "0.1078", , "Total", "Mixed/unknown", "(All)", , , "19981113", , 
"US-Shd", "25526", "GRP_BIOMASS_CHEM", , , "Total", "Mixed/unknown", "(All)", , "3.206", "20000608", , 
"US-Shd", "25529", "GRP_BIOMASS_CHEM", "0.0827", , "Total", "Mixed/unknown", "(All)", , , "19980723", , 
"US-Shd", "25530", "GRP_BIOMASS_CHEM", "0.1605", , "Total", "Mixed/unknown", "(All)", , , "19990519", , 
"US-Shd", "25531", "GRP_BIOMASS_CHEM", , , "Total", "Mixed/unknown", "(All)", , "3.282", "19990811", , 
"US-Shd", "25532", "GRP_BIOMASS_CHEM", "0.0777", , "Total", "Mixed/unknown", "(All)", , , "19990811", , 
"US-Shd", "25533", "GRP_BIOMASS_CHEM", "0.0425", , "Total", "Mixed/unknown", "(All)", , , "19990406", , 
"US-Shd", "25535", "GRP_BIOMASS_CHEM", "0.091", , "Total", "Mixed/unknown", "(All)", , , "19971121", , 
"US-Shd", "25537", "GRP_BIOMASS_CHEM", , , "Total", "Mixed/unknown", "(All)", , "5.742", "20000413", , 
"US-Shd", "25541", "GRP_BIOMASS_CHEM", "0.076", , "Total", "Mixed/unknown", "(All)", , , "19970817", , 
"US-Shd", "25543", "GRP_BIOMASS_CHEM", "0.076", , "Total", "Mixed/unknown", "(All)", , , "19970926", , 
"US-Shd", "25663", "GRP_BIOMASS_CHEM", , , "Total", "Mixed/unknown", "(All)", , "4.408", "19980807", , 
"US-Shd", "25666", "GRP_BIOMASS_CHEM", "0.098", , "Total", "Mixed/unknown", "(All)", , , "19970623", , 
"US-Shd", "25667", "GRP_BIOMASS_CHEM", "0.082", , "Total", "Mixed/unknown", "(All)", , , "19970721", , 
"US-Shd", "25668", "GRP_BIOMASS_CHEM", , , "Total", "Mixed/unknown", "(All)", , "4.452", "19970831", , 
"US-Shd", "25669", "GRP_BIOMASS_CHEM", , , "Total", "Mixed/unknown", "(All)", , "4.191", "19970926", , 
"US-Shd", "25670", "GRP_BIOMASS_CHEM", , , "Total", "Mixed/unknown", "(All)", , "4.615", "19971010", , 
"US-Shd", "25770", "GRP_BIOMASS_CHEM", "0.076", , "Total", "Mixed/unknown", "(All)", , , "19970913", , 
"US-Shd", "25771", "GRP_BIOMASS_CHEM", "0.071", , "Total", "Mixed/unknown", "(All)", , , "19970926", , 
"US-Shd", "25772", "GRP_BIOMASS_CHEM", "0.0695", , "Total", "Mixed/unknown", "(All)", , , "19990406", , 
"US-Shd", "25773", "GRP_BIOMASS_CHEM", "0.1028", , "Total", "Mixed/unknown", "(All)", , , "19990827", , 
"US-Shd", "25774", "GRP_BIOMASS_CHEM", , , "Total", "Mixed/unknown", "(All)", , "4.035", "19991105", , 
"US-Shd", "25775", "GRP_BIOMASS_CHEM", , , "Total", "Mixed/unknown", "(All)", , "4.715", "19990820", , 
"US-Shd", "25778", "GRP_BIOMASS_CHEM", "0.215", , "Total", "Mixed/unknown", "(All)", , , "19980512", , 
"US-Shd", "25779", "GRP_BIOMASS_CHEM", "0.02779", , "Total", "Mixed/unknown", "(All)", , , "20000327", , 
"US-Shd", "25781", "GRP_BIOMASS_CHEM", , , "Total", "Mixed/unknown", "(All)", , "3.415", "20000608", , 
"US-Shd", "25782", "GRP_BIOMASS_CHEM", , , "Total", "Mixed/unknown", "(All)", , "4.152", "20000608", , 
"US-Shd", "25783", "GRP_BIOMASS_CHEM", , , "Total", "Mixed/unknown", "(All)", , "4.634", "20000706", , 
"US-Shd", "25786", "GRP_BIOMASS_CHEM", "0.137", , "Total", "Mixed/unknown", "(All)", , , "19980609", , 
"US-Shd", "25787", "GRP_BIOMASS_CHEM", , , "Total", "Mixed/unknown", "(All)", , "4.077", "19991007", , 
"US-Shd", "25788", "GRP_BIOMASS_CHEM", "0.09748", , "Total", "Mixed/unknown", "(All)", , , "19990820", , 
"US-Shd", "25789", "GRP_BIOMASS_CHEM", , , "Total", "Mixed/unknown", "(All)", , "3.079", "19990616", , 
"US-Shd", "25790", "GRP_BIOMASS_CHEM", "0.08282", , "Total", "Mixed/unknown", "(All)", , , "19990714", , 
"US-Shd", "25791", "GRP_BIOMASS_CHEM", "0.09285", , "Total", "Mixed/unknown", "(All)", , , "19990923", , 
"US-Shd", "25792", "GRP_BIOMASS_CHEM", "0.148", , "Total", "Mixed/unknown", "(All)", , , "19971208", , 
"US-Shd", "25793", "GRP_BIOMASS_CHEM", , , "Total", "Mixed/unknown", "(All)", , "4.391", "19971024", , 
"US-Shd", "25794", "GRP_BIOMASS_CHEM", , , "Total", "Mixed/unknown", "(All)", , "4.375", "19971121", , 
"US-Shd", "25883", "GRP_BIOMASS_CHEM", , , "Total", "Mixed/unknown", "(All)", , "4.43", "19980318", , 
"US-Shd", "25884", "GRP_BIOMASS_CHEM", , , "Total", "Mixed/unknown", "(All)", , "4.393", "19980527", , 
"US-Shd", "25885", "GRP_BIOMASS_CHEM", , , "Total", "Mixed/unknown", "(All)", , "5.816", "19980624", , 
"US-Shd", "25886", "GRP_BIOMASS_CHEM", , , "Total", "Mixed/unknown", "(All)", , "3.99", "19981016", , 
"US-Shd", "25887", "GRP_BIOMASS_CHEM", "0.091", , "Total", "Mixed/unknown", "(All)", , , "19971121", , 
"US-Shd", "25889", "GRP_BIOMASS_CHEM", "0.5477", , "Total", "Mixed/unknown", "(All)", , , "19990322", , 
"US-Shd", "25890", "GRP_BIOMASS_CHEM", "0.4599", , "Total", "Mixed/unknown", "(All)", , , "19990421", , 
"US-Shd", "25891", "GRP_BIOMASS_CHEM", , , "Total", "Mixed/unknown", "(All)", , "3.399", "19990714", , 
"US-Shd", "25893", "GRP_BIOMASS_CHEM", "0.1093", , "Total", "Mixed/unknown", "(All)", , , "19980904", , 
"US-Shd", "25894", "GRP_BIOMASS_CHEM", "0.08626", , "Total", "Mixed/unknown", "(All)", , , "20000914", , 
"US-Shd", "25895", "GRP_BIOMASS_CHEM", , , "Total", "Mixed/unknown", "(All)", , "4.539", "20000720", , 
"US-Shd", "25896", "GRP_BIOMASS_CHEM", , , "Total", "Mixed/unknown", "(All)", , "4.562", "20000731", , 
"US-Shd", "25899", "GRP_BIOMASS_CHEM", "0.08433", , "Total", "Mixed/unknown", "(All)", , , "20000706", , 
"US-Shd", "25900", "GRP_BIOMASS_CHEM", "0.126", , "Total", "Mixed/unknown", "(All)", , , "20000329", , 
"US-Shd", "25901", "GRP_BIOMASS_CHEM", "0.1175", , "Total", "Mixed/unknown", "(All)", , , "20000731", , 
"US-Shd", "25904", "GRP_BIOMASS_CHEM", "0.126", , "Total", "Mixed/unknown", "(All)", , , "19980527", , 
"US-Shd", "25906", "GRP_BIOMASS_CHEM", , , "Total", "Mixed/unknown", "(All)", , "3.574", "19990811", , 
"US-Shd", "25907", "GRP_BIOMASS_CHEM", "0.096", , "Total", "Mixed/unknown", "(All)", , , "19971107", , 
"US-Shd", "25909", "GRP_BIOMASS_CHEM", , , "Total", "Mixed/unknown", "(All)", , "4.453", "19971010", , 
"US-Shd", "25911", "GRP_BIOMASS_CHEM", "0.106", , "Total", "Mixed/unknown", "(All)", , , "19970623", , 
"US-Shd", "25913", "GRP_BIOMASS_CHEM", "0.077", , "Total", "Mixed/unknown", "(All)", , , "19970817", , 
"US-Shd", "25914", "GRP_BIOMASS_CHEM", , , "Total", "Mixed/unknown", "(All)", , "3.9465", "19980821", , 
"US-Shd", "25921", "GRP_BIOMASS_CHEM", , , "Total", "Mixed/unknown", "(All)", , "4.361", "19980318", , 
"US-Shd", "26007", "GRP_BIOMASS_CHEM", "0.201", , "Total", "Mixed/unknown", "(All)", , , "19970512", , 
"US-Shd", "26008", "GRP_BIOMASS_CHEM", "0.072", , "Total", "Mixed/unknown", "(All)", , , "19970913", , 
"US-Shd", "26009", "GRP_BIOMASS_CHEM", , , "Total", "Mixed/unknown", "(All)", , "3.608", "19990616", , 
"US-Shd", "26011", "GRP_BIOMASS_CHEM", "0.102", , "Total", "Mixed/unknown", "(All)", , , "19980527", , 
"US-Shd", "26012", "GRP_BIOMASS_CHEM", "0.112", , "Total", "Mixed/unknown", "(All)", , , "19980609", , 
"US-Shd", "26013", "GRP_BIOMASS_CHEM", "0.0746", , "Total", "Mixed/unknown", "(All)", , , "19980807", , 
"US-Shd", "26014", "GRP_BIOMASS_CHEM", "0.0816", , "Total", "Mixed/unknown", "(All)", , "4.145", "19981125", , 
