"SITE_ID", "GROUP_ID", "VARIABLE_GROUP", "DBH", "DBH_HEIGHT", "DBH_DATE", "DBH_COMMENT", "DBH_SPATIAL_REP_NUMBER", "DBH_SPATIAL_VARIABILITY", "DBH_SPP", "DBH_APPROACH", "DBH_DATE_UNC", 
"US-Ha1", "17553", "GRP_DBH", "19.29", "1.3", "20071120", "means and standard deviations are across all species in all plots. Spatial variability is # of stems", "251", "7.33", "Acer rubrum", , , 
"US-Ha1", "17556", "GRP_DBH", "36.37", "1.3", "20071120", "means and standard deviations are across all species in all plots. Spatial variability is # of stems", "125", "11.93", "Quercus rubra", , , 
"US-Ha1", "17559", "GRP_DBH", "34.28", "1.3", "20071120", "means and standard deviations are across all species in all plots. Spatial variability is # of stems", "31", "6.8", "Pinus resinosa", , , 
"US-Ha1", "17562", "GRP_DBH", "12.03", "1.3", "20071120", "means and standard deviations are across all species in all plots. Spatial variability is # of stems", "2", "0.36", "Acer pennsylvanicum", , , 
"US-Ha1", "17565", "GRP_DBH", "27.81", "1.3", "20071120", "means and standard deviations are across all species in all plots. Spatial variability is # of stems", "3", "6.72", "Betula papyrifera", , , 
"US-Ha1", "17568", "GRP_DBH", "29.32", "1.3", "20071120", "means and standard deviations are across all species in all plots. Spatial variability is # of stems", "31", "13.02", "Pinus strobus", , , 
"US-Ha1", "17571", "GRP_DBH", "19.16", "1.3", "20071120", "means and standard deviations are across all species in all plots. Spatial variability is # of stems", "24", "3.18", "Picea glauca", , , 
"US-Ha1", "17574", "GRP_DBH", "18.22", "1.3", "20071120", "means and standard deviations are across all species in all plots. Spatial variability is # of stems", "37", "7.51", "Betula alleghaniensis", , , 
"US-Ha1", "17577", "GRP_DBH", "28.29", "1.3", "20081120", "means and standard deviations are across all species in all plots. Spatial variability is # of stems", "13", "10.34", "Fraxinus americana", , , 
"US-Ha1", "17580", "GRP_DBH", "19.25", "1.3", "20081120", "means and standard deviations are across all species in all plots. Spatial variability is # of stems", "13", "10.27", "Betula lenta", , , 
"US-Ha1", "17583", "GRP_DBH", "15.82", "1.3", "20081120", "means and standard deviations are across all species in all plots. Spatial variability is # of stems", "15", "6.28", "Fagus grandifolia", , , 
"US-Ha1", "17586", "GRP_DBH", "32.96", "1.3", "20081120", "means and standard deviations are across all species in all plots. Spatial variability is # of stems", "12", "10.13", "Quercus velutina", , , 
"US-Ha1", "17589", "GRP_DBH", "29.3", "1.3", "20081120", "means and standard deviations are across all species in all plots. Spatial variability is # of stems", "13", "11.09", "Prunus serotina", , , 
"US-Ha1", "17592", "GRP_DBH", "21.85", "1.3", "20081120", "means and standard deviations are across all species in all plots. Spatial variability is # of stems", "5", "4.65", "Betula populifolia", , , 
"US-Ha1", "17595", "GRP_DBH", "24.21", "1.3", "20081120", "means and standard deviations are across all species in all plots. Spatial variability is # of stems", "93", "11.49", "Tsuga canadensis", , , 
"US-Ha1", "17598", "GRP_DBH", "19.49", "1.3", "20081120", "means and standard deviations are across all species in all plots. Spatial variability is # of stems", "246", "7.44", "Acer rubrum", , , 
"US-Ha1", "17601", "GRP_DBH", "36.8", "1.3", "20081120", "means and standard deviations are across all species in all plots. Spatial variability is # of stems", "123", "12.06", "Quercus rubra", , , 
"US-Ha1", "17604", "GRP_DBH", "34.4", "1.3", "20081120", "means and standard deviations are across all species in all plots. Spatial variability is # of stems", "31", "6.83", "Pinus resinosa", , , 
"US-Ha1", "17607", "GRP_DBH", "12.15", "1.3", "20081120", "means and standard deviations are across all species in all plots. Spatial variability is # of stems", "2", "0.38", "Acer pennsylvanicum", , , 
"US-Ha1", "17610", "GRP_DBH", "27.89", "1.3", "20081120", "means and standard deviations are across all species in all plots. Spatial variability is # of stems", "3", "6.76", "Betula papyrifera", , , 
"US-Ha1", "17613", "GRP_DBH", "29.49", "1.3", "20081120", "means and standard deviations are across all species in all plots. Spatial variability is # of stems", "31", "13.19", "Pinus strobus", , , 
"US-Ha1", "17616", "GRP_DBH", "19.17", "1.3", "20081120", "means and standard deviations are across all species in all plots. Spatial variability is # of stems", "24", "3.19", "Picea glauca", , , 
"US-Ha1", "17619", "GRP_DBH", "18.31", "1.3", "20081120", "means and standard deviations are across all species in all plots. Spatial variability is # of stems", "37", "7.52", "Betula alleghaniensis", , , 
"US-Ha1", "17622", "GRP_DBH", "28.44", "1.3", "20091201", "means and standard deviations are across all species in all plots. Spatial variability is # of stems", "13", "10.39", "Fraxinus americana", , , 
"US-Ha1", "17625", "GRP_DBH", "19.45", "1.3", "20091201", "means and standard deviations are across all species in all plots. Spatial variability is # of stems", "13", "10.25", "Betula lenta", , , 
"US-Ha1", "17628", "GRP_DBH", "15.49", "1.3", "20091201", "means and standard deviations are across all species in all plots. Spatial variability is # of stems", "17", "6.07", "Fagus grandifolia", , , 
"US-Ha1", "17631", "GRP_DBH", "33.31", "1.3", "20091201", "means and standard deviations are across all species in all plots. Spatial variability is # of stems", "12", "10.23", "Quercus velutina", , , 
"US-Ha1", "17634", "GRP_DBH", "29.36", "1.3", "20091201", "means and standard deviations are across all species in all plots. Spatial variability is # of stems", "13", "11.12", "Prunus serotina", , , 
"US-Ha1", "17637", "GRP_DBH", "21.92", "1.3", "20091201", "means and standard deviations are across all species in all plots. Spatial variability is # of stems", "5", "4.64", "Betula populifolia", , , 
"US-Ha1", "17640", "GRP_DBH", "24", "1.3", "20091201", "means and standard deviations are across all species in all plots. Spatial variability is # of stems", "96", "11.63", "Tsuga canadensis", , , 
"US-Ha1", "17643", "GRP_DBH", "19.88", "1.3", "20091201", "means and standard deviations are across all species in all plots. Spatial variability is # of stems", "237", "7.51", "Acer rubrum", , , 
"US-Ha1", "17646", "GRP_DBH", "37.25", "1.3", "20091201", "means and standard deviations are across all species in all plots. Spatial variability is # of stems", "122", "12.08", "Quercus rubra", , , 
"US-Ha1", "17649", "GRP_DBH", "35.11", "1.3", "20091201", "means and standard deviations are across all species in all plots. Spatial variability is # of stems", "30", "5.98", "Pinus resinosa", , , 
"US-Ha1", "17652", "GRP_DBH", "12.25", "1.3", "20091201", "means and standard deviations are across all species in all plots. Spatial variability is # of stems", "2", "0.34", "Acer pennsylvanicum", , , 
"US-Ha1", "17655", "GRP_DBH", "27.96", "1.3", "20091201", "means and standard deviations are across all species in all plots. Spatial variability is # of stems", "3", "6.83", "Betula papyrifera", , , 
"US-Ha1", "17658", "GRP_DBH", "30.19", "1.3", "20091201", "means and standard deviations are across all species in all plots. Spatial variability is # of stems", "29", "13.6", "Pinus strobus", , , 
"US-Ha1", "17661", "GRP_DBH", "18.95", "1.3", "20091201", "means and standard deviations are across all species in all plots. Spatial variability is # of stems", "23", "3.03", "Picea glauca", , , 
"US-Ha1", "17664", "GRP_DBH", "18.49", "1.3", "20091201", "means and standard deviations are across all species in all plots. Spatial variability is # of stems", "36", "7.65", "Betula alleghaniensis", , , 
"US-Ha1", "17667", "GRP_DBH", "29.42", "1.3", "20101207", "means and standard deviations are across all species in all plots. Spatial variability is # of stems", "12", "10.5", "Fraxinus americana", , , 
"US-Ha1", "17670", "GRP_DBH", "19.68", "1.3", "20101207", "means and standard deviations are across all species in all plots. Spatial variability is # of stems", "13", "10.25", "Betula lenta", , , 
"US-Ha1", "17673", "GRP_DBH", "15.88", "1.3", "20101207", "means and standard deviations are across all species in all plots. Spatial variability is # of stems", "17", "5.99", "Fagus grandifolia", , , 
"US-Ha1", "17676", "GRP_DBH", "33.67", "1.3", "20101207", "means and standard deviations are across all species in all plots. Spatial variability is # of stems", "12", "10.43", "Quercus velutina", , , 
"US-Ha1", "17679", "GRP_DBH", "31.71", "1.3", "20101207", "means and standard deviations are across all species in all plots. Spatial variability is # of stems", "11", "10.52", "Prunus serotina", , , 
"US-Ha1", "17682", "GRP_DBH", "21.86", "1.3", "20101207", "means and standard deviations are across all species in all plots. Spatial variability is # of stems", "4", "5.37", "Betula populifolia", , , 
"US-Ha1", "17685", "GRP_DBH", "24.33", "1.3", "20101207", "means and standard deviations are across all species in all plots. Spatial variability is # of stems", "95", "11.67", "Tsuga canadensis", , , 
"US-Ha1", "17688", "GRP_DBH", "20.04", "1.3", "20101207", "means and standard deviations are across all species in all plots. Spatial variability is # of stems", "235", "7.56", "Acer rubrum", , , 
"US-Ha1", "17691", "GRP_DBH", "37.79", "1.3", "20101207", "means and standard deviations are across all species in all plots. Spatial variability is # of stems", "121", "12.27", "Quercus rubra", , , 
"US-Ha1", "17694", "GRP_DBH", "35.28", "1.3", "20101207", "means and standard deviations are across all species in all plots. Spatial variability is # of stems", "29", "6.09", "Pinus resinosa", , , 
"US-Ha1", "17697", "GRP_DBH", "12.3", "1.3", "20101207", "means and standard deviations are across all species in all plots. Spatial variability is # of stems", "2", "0.31", "Acer pennsylvanicum", , , 
"US-Ha1", "17700", "GRP_DBH", "28.04", "1.3", "20101207", "means and standard deviations are across all species in all plots. Spatial variability is # of stems", "3", "6.9", "Betula papyrifera", , , 
"US-Ha1", "17703", "GRP_DBH", "30.33", "1.3", "20101207", "means and standard deviations are across all species in all plots. Spatial variability is # of stems", "29", "13.74", "Pinus strobus", , , 
"US-Ha1", "17706", "GRP_DBH", "18.83", "1.3", "20101207", "means and standard deviations are across all species in all plots. Spatial variability is # of stems", "21", "2.52", "Picea glauca", , , 
"US-Ha1", "17709", "GRP_DBH", "18.69", "1.3", "20101207", "means and standard deviations are across all species in all plots. Spatial variability is # of stems", "35", "7.75", "Betula alleghaniensis", , , 
"US-Ha1", "17712", "GRP_DBH", "29.65", "1.3", "20111201", "means and standard deviations are across all species in all plots. Spatial variability is # of stems", "12", "10.56", "Fraxinus americana", , , 
"US-Ha1", "17715", "GRP_DBH", "19.15", "1.3", "20111201", "means and standard deviations are across all species in all plots. Spatial variability is # of stems", "14", "10.15", "Betula lenta", , , 
"US-Ha1", "17718", "GRP_DBH", "15.67", "1.3", "20111201", "means and standard deviations are across all species in all plots. Spatial variability is # of stems", "19", "5.79", "Fagus grandifolia", , , 
"US-Ha1", "17721", "GRP_DBH", "33.98", "1.3", "20111201", "means and standard deviations are across all species in all plots. Spatial variability is # of stems", "12", "10.53", "Quercus velutina", , , 
"US-Ha1", "17724", "GRP_DBH", "31.79", "1.3", "20111201", "means and standard deviations are across all species in all plots. Spatial variability is # of stems", "11", "10.58", "Prunus serotina", , , 
"US-Ha1", "17727", "GRP_DBH", "21.94", "1.3", "20111201", "means and standard deviations are across all species in all plots. Spatial variability is # of stems", "4", "5.39", "Betula populifolia", , , 
"US-Ha1", "17730", "GRP_DBH", "23.22", "1.3", "20111201", "means and standard deviations are across all species in all plots. Spatial variability is # of stems", "105", "11.84", "Tsuga canadensis", , , 
"US-Ha1", "17733", "GRP_DBH", "20.17", "1.3", "20111201", "means and standard deviations are across all species in all plots. Spatial variability is # of stems", "233", "7.66", "Acer rubrum", , , 
"US-Ha1", "17736", "GRP_DBH", "38.05", "1.3", "20111201", "means and standard deviations are across all species in all plots. Spatial variability is # of stems", "121", "12.34", "Quercus rubra", , , 
"US-Ha1", "17739", "GRP_DBH", "35.38", "1.3", "20111201", "means and standard deviations are across all species in all plots. Spatial variability is # of stems", "29", "6.1", "Pinus resinosa", , , 
"US-Ha1", "17742", "GRP_DBH", "12.35", "1.3", "20111201", "means and standard deviations are across all species in all plots. Spatial variability is # of stems", "2", "0.25", "Acer pennsylvanicum", , , 
"US-Ha1", "17745", "GRP_DBH", "28.13", "1.3", "20111201", "means and standard deviations are across all species in all plots. Spatial variability is # of stems", "3", "6.98", "Betula papyrifera", , , 
"US-Ha1", "17748", "GRP_DBH", "31.18", "1.3", "20111201", "means and standard deviations are across all species in all plots. Spatial variability is # of stems", "27", "14.04", "Pinus strobus", , , 
"US-Ha1", "17751", "GRP_DBH", "18.85", "1.3", "20111201", "means and standard deviations are across all species in all plots. Spatial variability is # of stems", "20", "2.6", "Picea glauca", , , 
"US-Ha1", "17754", "GRP_DBH", "17.94", "1.3", "20111201", "means and standard deviations are across all species in all plots. Spatial variability is # of stems", "37", "7.78", "Betula alleghaniensis", , , 
"US-Ha1", "17757", "GRP_DBH", "29.69", "1.3", "20121204", "means and standard deviations are across all species in all plots. Spatial variability is # of stems", "12", "10.59", "Fraxinus americana", , , 
"US-Ha1", "17760", "GRP_DBH", "19.26", "1.3", "20121204", "means and standard deviations are across all species in all plots. Spatial variability is # of stems", "14", "10.13", "Betula lenta", , , 
"US-Ha1", "17763", "GRP_DBH", "15.5", "1.3", "20121204", "means and standard deviations are across all species in all plots. Spatial variability is # of stems", "18", "5.47", "Fagus grandifolia", , , 
"US-Ha1", "17766", "GRP_DBH", "34.3", "1.3", "20121204", "means and standard deviations are across all species in all plots. Spatial variability is # of stems", "12", "10.7", "Quercus velutina", , , 
"US-Ha1", "17769", "GRP_DBH", "31.84", "1.3", "20121204", "means and standard deviations are across all species in all plots. Spatial variability is # of stems", "11", "10.62", "Prunus serotina", , , 
"US-Ha1", "17772", "GRP_DBH", "21.96", "1.3", "20121204", "means and standard deviations are across all species in all plots. Spatial variability is # of stems", "4", "5.41", "Betula populifolia", , , 
"US-Ha1", "17775", "GRP_DBH", "23.56", "1.3", "20121204", "means and standard deviations are across all species in all plots. Spatial variability is # of stems", "105", "11.8", "Tsuga canadensis", , , 
"US-Ha1", "17778", "GRP_DBH", "20.52", "1.3", "20121204", "means and standard deviations are across all species in all plots. Spatial variability is # of stems", "226", "7.66", "Acer rubrum", , , 
"US-Ha1", "17781", "GRP_DBH", "38.35", "1.3", "20121204", "means and standard deviations are across all species in all plots. Spatial variability is # of stems", "121", "12.41", "Quercus rubra", , , 
"US-Ha1", "17784", "GRP_DBH", "35.48", "1.3", "20121204", "means and standard deviations are across all species in all plots. Spatial variability is # of stems", "29", "6.12", "Pinus resinosa", , , 
"US-Ha1", "17787", "GRP_DBH", "12.19", "1.3", "20121204", "means and standard deviations are across all species in all plots. Spatial variability is # of stems", "1", , "Acer pennsylvanicum", , , 
"US-Ha1", "17790", "GRP_DBH", "28.15", "1.3", "20121204", "means and standard deviations are across all species in all plots. Spatial variability is # of stems", "3", "6.98", "Betula papyrifera", , , 
"US-Ha1", "17793", "GRP_DBH", "33.03", "1.3", "20121204", "means and standard deviations are across all species in all plots. Spatial variability is # of stems", "24", "14.08", "Pinus strobus", , , 
"US-Ha1", "17796", "GRP_DBH", "18.99", "1.3", "20121204", "means and standard deviations are across all species in all plots. Spatial variability is # of stems", "14", "2.9", "Picea glauca", , , 
"US-Ha1", "17799", "GRP_DBH", "18.22", "1.3", "20121204", "means and standard deviations are across all species in all plots. Spatial variability is # of stems", "36", "7.85", "Betula alleghaniensis", , , 
"US-Ha1", "17802", "GRP_DBH", "30.11", "1.3", "20131212", "means and standard deviations are across all species in all plots. Spatial variability is # of stems", "12", "10.64", "Fraxinus americana", , , 
"US-Ha1", "17805", "GRP_DBH", "20.23", "1.3", "20131212", "means and standard deviations are across all species in all plots. Spatial variability is # of stems", "14", "10.1", "Betula lenta", , , 
"US-Ha1", "17808", "GRP_DBH", "15.92", "1.3", "20131212", "means and standard deviations are across all species in all plots. Spatial variability is # of stems", "18", "5.41", "Fagus grandifolia", , , 
"US-Ha1", "17811", "GRP_DBH", "34.69", "1.3", "20131212", "means and standard deviations are across all species in all plots. Spatial variability is # of stems", "12", "10.68", "Quercus velutina", , , 
"US-Ha1", "17814", "GRP_DBH", "34.09", "1.3", "20131212", "means and standard deviations are across all species in all plots. Spatial variability is # of stems", "10", "9.06", "Prunus serotina", , , 
"US-Ha1", "17817", "GRP_DBH", "22.47", "1.3", "20131212", "means and standard deviations are across all species in all plots. Spatial variability is # of stems", "4", "5.27", "Betula populifolia", , , 
"US-Ha1", "17820", "GRP_DBH", "23.27", "1.3", "20131212", "means and standard deviations are across all species in all plots. Spatial variability is # of stems", "112", "11.86", "Tsuga canadensis", , , 
"US-Ha1", "17823", "GRP_DBH", "20.89", "1.3", "20131212", "means and standard deviations are across all species in all plots. Spatial variability is # of stems", "225", "7.76", "Acer rubrum", , , 
"US-Ha1", "17826", "GRP_DBH", "38.73", "1.3", "20131212", "means and standard deviations are across all species in all plots. Spatial variability is # of stems", "121", "12.38", "Quercus rubra", , , 
"US-Ha1", "17829", "GRP_DBH", "35.85", "1.3", "20131212", "means and standard deviations are across all species in all plots. Spatial variability is # of stems", "29", "6.13", "Pinus resinosa", , , 
"US-Ha1", "17832", "GRP_DBH", "12.93", "1.3", "20131212", "means and standard deviations are across all species in all plots. Spatial variability is # of stems", "1", , "Acer pennsylvanicum", , , 
"US-Ha1", "17835", "GRP_DBH", "28.4", "1.3", "20131212", "means and standard deviations are across all species in all plots. Spatial variability is # of stems", "3", "6.82", "Betula papyrifera", , , 
"US-Ha1", "17838", "GRP_DBH", "33.54", "1.3", "20131212", "means and standard deviations are across all species in all plots. Spatial variability is # of stems", "24", "14.08", "Pinus strobus", , , 
"US-Ha1", "17841", "GRP_DBH", "19.12", "1.3", "20131212", "means and standard deviations are across all species in all plots. Spatial variability is # of stems", "13", "2.99", "Picea glauca", , , 
"US-Ha1", "17844", "GRP_DBH", "18.54", "1.3", "20131212", "means and standard deviations are across all species in all plots. Spatial variability is # of stems", "37", "7.93", "Betula alleghaniensis", , , 
"US-Ha1", "17846", "GRP_DBH", "27.82", "1.3", "19991027", "means and standard deviations are across all species in all plots. Spatial variability is # of stems", "13", "9.87", "Fraxinus americana", , , 
"US-Ha1", "17850", "GRP_DBH", "20.87", "1.3", "19991027", "means and standard deviations are across all species in all plots. Spatial variability is # of stems", "10", "10.06", "Betula lenta", , , 
"US-Ha1", "17854", "GRP_DBH", "17.49", "1.3", "19991027", "means and standard deviations are across all species in all plots. Spatial variability is # of stems", "8", "6.25", "Fagus grandifolia", , , 
"US-Ha1", "17858", "GRP_DBH", "29.75", "1.3", "19991027", "means and standard deviations are across all species in all plots. Spatial variability is # of stems", "13", "8.91", "Quercus velutina", , , 
"US-Ha1", "17862", "GRP_DBH", "24.44", "1.3", "19991027", "means and standard deviations are across all species in all plots. Spatial variability is # of stems", "18", "11.37", "Prunus serotina", , , 
"US-Ha1", "17866", "GRP_DBH", "21.08", "1.3", "19991027", "means and standard deviations are across all species in all plots. Spatial variability is # of stems", "8", "3.72", "Betula populifolia", , , 
"US-Ha1", "17870", "GRP_DBH", "24.86", "1.3", "19991027", "means and standard deviations are across all species in all plots. Spatial variability is # of stems", "79", "10.44", "Tsuga canadensis", , , 
"US-Ha1", "17874", "GRP_DBH", "18.48", "1.3", "19991027", "means and standard deviations are across all species in all plots. Spatial variability is # of stems", "307", "6.94", "Acer rubrum", , , 
"US-Ha1", "17878", "GRP_DBH", "33.33", "1.3", "19991027", "means and standard deviations are across all species in all plots. Spatial variability is # of stems", "130", "11.81", "Quercus rubra", , , 
"US-Ha1", "17882", "GRP_DBH", "30.49", "1.3", "19991027", "means and standard deviations are across all species in all plots. Spatial variability is # of stems", "37", "8.44", "Pinus resinosa", , , 
"US-Ha1", "17886", "GRP_DBH", "12.43", "1.3", "19991027", "means and standard deviations are across all species in all plots. Spatial variability is # of stems", "4", "1.21", "Acer pennsylvanicum", , , 
"US-Ha1", "17890", "GRP_DBH", "21.25", "1.3", "19991027", "means and standard deviations are across all species in all plots. Spatial variability is # of stems", "8", "7.34", "Betula papyrifera", , , 
"US-Ha1", "17894", "GRP_DBH", "26.77", "1.3", "19991027", "means and standard deviations are across all species in all plots. Spatial variability is # of stems", "37", "11.1", "Pinus strobus", , , 
"US-Ha1", "17898", "GRP_DBH", "18", "1.3", "19991027", "means and standard deviations are across all species in all plots. Spatial variability is # of stems", "27", "3.57", "Picea glauca", , , 
"US-Ha1", "17902", "GRP_DBH", "17.35", "1.3", "19991027", "means and standard deviations are across all species in all plots. Spatial variability is # of stems", "44", "6.98", "Betula alleghaniensis", , , 
"US-Ha1", "17906", "GRP_DBH", "27.07", "1.3", "20001024", "means and standard deviations are across all species in all plots. Spatial variability is # of stems", "14", "10.05", "Fraxinus americana", , , 
"US-Ha1", "17910", "GRP_DBH", "21.51", "1.3", "20001024", "means and standard deviations are across all species in all plots. Spatial variability is # of stems", "9", "10.5", "Betula lenta", , , 
"US-Ha1", "17914", "GRP_DBH", "17.67", "1.3", "20001024", "means and standard deviations are across all species in all plots. Spatial variability is # of stems", "8", "6.25", "Fagus grandifolia", , , 
"US-Ha1", "17918", "GRP_DBH", "30.01", "1.3", "20001024", "means and standard deviations are across all species in all plots. Spatial variability is # of stems", "13", "8.97", "Quercus velutina", , , 
