"SITE_ID", "GROUP_ID", "VARIABLE_GROUP", "SWC", "SWC_UNIT", "SWC_PROFILE_ZERO_REF", "SWC_PROFILE_MIN", "SWC_PROFILE_MAX", "SWC_DATE", "SWC_SPATIAL_VARIABILITY", "SWC_SPATIAL_REP_NUMBER", "SWC_APPROACH", 
"US-Ton", "20251", "GRP_SWC", "38.016666667", "Volumetric", , "30", "45", "20060308", "4.2422835475", "12", , 
"US-Ton", "20252", "GRP_SWC", "44.025", "Volumetric", , "45", "60", "20060308", "6.4616877896", "12", , 
"US-Ton", "20253", "GRP_SWC", "34.163888889", "Volumetric", , "0", "15", "20060318", "8.4975154816", "12", , 
"US-Ton", "20254", "GRP_SWC", "32.115277778", "Volumetric", , "15", "30", "20060318", "7.1325737996", "12", , 
"US-Ton", "20255", "GRP_SWC", "36.719444444", "Volumetric", , "30", "45", "20060318", "4.5166908941", "12", , 
"US-Ton", "20256", "GRP_SWC", "40.905555556", "Volumetric", , "45", "60", "20060318", "6.3044610361", "12", , 
"US-Ton", "20257", "GRP_SWC", "37.362962963", "Volumetric", , "0", "15", "20060330", "8.2225375315", "9", , 
"US-Ton", "20258", "GRP_SWC", "36.962962963", "Volumetric", , "15", "30", "20060330", "5.9497069126", "9", , 
"US-Ton", "20259", "GRP_SWC", "38.759259259", "Volumetric", , "30", "45", "20060330", "4.542049763", "9", , 
"US-Ton", "20260", "GRP_SWC", "43.62962963", "Volumetric", , "45", "60", "20060330", "7.5357931907", "9", , 
"US-Ton", "20261", "GRP_SWC", "39.321212121", "Volumetric", , "0", "15", "20060408", "6.6184636137", "11", , 
"US-Ton", "20262", "GRP_SWC", "37.536363636", "Volumetric", , "15", "30", "20060408", "3.7847781249", "11", , 
"US-Ton", "20263", "GRP_SWC", "38.675757576", "Volumetric", , "30", "45", "20060408", "3.71271362", "11", , 
"US-Ton", "20264", "GRP_SWC", "44.421212121", "Volumetric", , "45", "60", "20060408", "6.7638134005", "11", , 
"US-Ton", "20265", "GRP_SWC", "37.383333333", "Volumetric", , "0", "15", "20060418", "6.4071456321", "12", , 
"US-Ton", "20266", "GRP_SWC", "35.25", "Volumetric", , "15", "30", "20060418", "4.063697376", "12", , 
"US-Ton", "20267", "GRP_SWC", "37.870833333", "Volumetric", , "30", "45", "20060418", "3.8512960235", "12", , 
"US-Ton", "20268", "GRP_SWC", "44.975", "Volumetric", , "45", "60", "20060418", "6.3087061056", "12", , 
"US-Ton", "20269", "GRP_SWC", "18.676388889", "Volumetric", , "0", "15", "20060504", "6.4071237907", "12", , 
"US-Ton", "20270", "GRP_SWC", "25.008333333", "Volumetric", , "15", "30", "20060504", "6.2021562722", "12", , 
"US-Ton", "20271", "GRP_SWC", "33.1875", "Volumetric", , "30", "45", "20060504", "6.6044793684", "12", , 
"US-Ton", "20272", "GRP_SWC", "43.329166667", "Volumetric", , "45", "60", "20060504", "10.591751901", "12", , 
"US-Ton", "20273", "GRP_SWC", "13.930555556", "Volumetric", , "0", "15", "20060512", "8.5652393379", "12", , 
"US-Ton", "20274", "GRP_SWC", "19.722222222", "Volumetric", , "15", "30", "20060512", "9.7156058294", "12", , 
"US-Ton", "20275", "GRP_SWC", "27.438888889", "Volumetric", , "30", "45", "20060512", "5.6610994637", "12", , 
"US-Ton", "20276", "GRP_SWC", "39.008333333", "Volumetric", , "45", "60", "20060512", "11.339883357", "12", , 
"US-Ton", "20277", "GRP_SWC", "14.175757576", "Volumetric", , "0", "15", "20060526", "5.6053563849", "11", , 
"US-Ton", "20278", "GRP_SWC", "13.248484848", "Volumetric", , "15", "30", "20060526", "4.5809839709", "11", , 
"US-Ton", "20279", "GRP_SWC", "17.057575758", "Volumetric", , "30", "45", "20060526", "4.6453821971", "11", , 
"US-Ton", "20280", "GRP_SWC", "21.709090909", "Volumetric", , "45", "60", "20060526", "7.4268744871", "11", , 
"US-Ton", "20281", "GRP_SWC", "7.7444444444", "Volumetric", , "0", "15", "20060608", "3.4469524919", "12", , 
"US-Ton", "20282", "GRP_SWC", "10.836111111", "Volumetric", , "15", "30", "20060608", "3.9240377662", "12", , 
"US-Ton", "20283", "GRP_SWC", "13.947222222", "Volumetric", , "30", "45", "20060608", "4.7787716255", "12", , 
"US-Ton", "20284", "GRP_SWC", "13.541666667", "Volumetric", , "45", "60", "20060608", "6.2025267741", "12", , 
"US-Ton", "20285", "GRP_SWC", "6.5083333333", "Volumetric", , "0", "15", "20060623", "3.2245311303", "12", , 
"US-Ton", "20286", "GRP_SWC", "10.2", "Volumetric", , "15", "30", "20060623", "3.8422951895", "12", , 
"US-Ton", "20287", "GRP_SWC", "12.458333333", "Volumetric", , "30", "45", "20060623", "4.9952730181", "12", , 
"US-Ton", "20288", "GRP_SWC", "11.022222222", "Volumetric", , "45", "60", "20060623", "5.8944818114", "12", , 
"US-Ton", "20289", "GRP_SWC", "4.9416666667", "Volumetric", , "0", "15", "20060713", "2.4505256084", "12", , 
"US-Ton", "20290", "GRP_SWC", "9.9972222222", "Volumetric", , "15", "30", "20060713", "3.678258765", "12", , 
"US-Ton", "20291", "GRP_SWC", "12.502777778", "Volumetric", , "30", "45", "20060713", "4.7888645738", "12", , 
"US-Ton", "20292", "GRP_SWC", "11.077777778", "Volumetric", , "45", "60", "20060713", "5.8272493526", "12", , 
"US-Ton", "20293", "GRP_SWC", "7.1333333333", "Volumetric", , "0", "15", "20060801", "9.7255131515", "12", , 
"US-Ton", "20294", "GRP_SWC", "8.9", "Volumetric", , "15", "30", "20060801", "4.3955039012", "12", , 
"US-Ton", "20295", "GRP_SWC", "11.816666667", "Volumetric", , "30", "45", "20060801", "4.8062144115", "12", , 
"US-Ton", "20296", "GRP_SWC", "12.9625", "Volumetric", , "45", "60", "20060801", "9.7083873064", "12", , 
"US-Ton", "20297", "GRP_SWC", "4.565", "Volumetric", , "0", "15", "20060808", "2.4547116105", "12", , 
"US-Ton", "20298", "GRP_SWC", "9.2666666667", "Volumetric", , "15", "30", "20060808", "3.4447148802", "12", , 
"US-Ton", "20299", "GRP_SWC", "12.135833333", "Volumetric", , "30", "45", "20060808", "4.7587956046", "12", , 
"US-Ton", "20300", "GRP_SWC", "10.794166667", "Volumetric", , "45", "60", "20060808", "5.6577741501", "12", , 
"US-Ton", "20301", "GRP_SWC", "5.2", "Volumetric", , "0", "15", "20060923", "2.3276988246", "12", , 
"US-Ton", "20302", "GRP_SWC", "9.9916666667", "Volumetric", , "15", "30", "20060923", "3.4642218944", "12", , 
"US-Ton", "20303", "GRP_SWC", "12.325", "Volumetric", , "30", "45", "20060923", "5.3725099941", "12", , 
"US-Ton", "20304", "GRP_SWC", "11.391666667", "Volumetric", , "45", "60", "20060923", "5.6255033445", "12", , 
"US-Ton", "20305", "GRP_SWC", "12.129166667", "Volumetric", , "0", "15", "20061104", "5.0764813482", "12", , 
"US-Ton", "20306", "GRP_SWC", "10.291666667", "Volumetric", , "15", "30", "20061104", "4.5680129624", "12", , 
"US-Ton", "20307", "GRP_SWC", "12.65", "Volumetric", , "30", "45", "20061104", "5.8056398911", "12", , 
"US-Ton", "20308", "GRP_SWC", "10.595833333", "Volumetric", , "45", "60", "20061104", "5.1630002876", "12", , 
"US-Ton", "20309", "GRP_SWC", "12.066666667", "Volumetric", , "0", "15", "20061108", "5.567982062", "12", , 
"US-Ton", "20310", "GRP_SWC", "9.5083333333", "Volumetric", , "15", "30", "20061108", "3.6889166513", "12", , 
"US-Ton", "20311", "GRP_SWC", "11.708333333", "Volumetric", , "30", "45", "20061108", "5.2088139172", "12", , 
"US-Ton", "20312", "GRP_SWC", "11.183333333", "Volumetric", , "45", "60", "20061108", "4.4174927758", "12", , 
"US-Ton", "20313", "GRP_SWC", "17.358333333", "Volumetric", , "0", "15", "20061114", "6.6571162653", "12", , 
"US-Ton", "20314", "GRP_SWC", "14.1", "Volumetric", , "15", "30", "20061114", "5.4571054599", "12", , 
"US-Ton", "20315", "GRP_SWC", "12.383333333", "Volumetric", , "30", "45", "20061114", "4.7942832118", "12", , 
"US-Ton", "20316", "GRP_SWC", "10.6975", "Volumetric", , "45", "60", "20061114", "4.814927782", "12", , 
"US-Ton", "20317", "GRP_SWC", "14.15", "Volumetric", , "0", "15", "20061119", "6.142734067", "12", , 
"US-Ton", "20318", "GRP_SWC", "14.85", "Volumetric", , "15", "30", "20061119", "5.2231129694", "12", , 
"US-Ton", "20319", "GRP_SWC", "12.854166667", "Volumetric", , "30", "45", "20061119", "5.6442431787", "12", , 
"US-Ton", "20320", "GRP_SWC", "10.820833333", "Volumetric", , "45", "60", "20061119", "4.8087731536", "12", , 
"US-Ton", "20321", "GRP_SWC", "20.030555556", "Volumetric", , "0", "15", "20061219", "7.3462621339", "12", , 
"US-Ton", "20322", "GRP_SWC", "22.566666667", "Volumetric", , "15", "30", "20061219", "7.4151360355", "12", , 
"US-Ton", "20323", "GRP_SWC", "16.313888889", "Volumetric", , "30", "45", "20061219", "6.3211279254", "12", , 
"US-Ton", "20324", "GRP_SWC", "10.713888889", "Volumetric", , "45", "60", "20061219", "4.7906360332", "12", , 
"US-Ton", "20325", "GRP_SWC", "21.304166667", "Volumetric", , "0", "15", "20061226", "7.1310606865", "12", , 
"US-Ton", "20326", "GRP_SWC", "25.120833333", "Volumetric", , "15", "30", "20061226", "8.3399492677", "12", , 
"US-Ton", "20327", "GRP_SWC", "20.641666667", "Volumetric", , "30", "45", "20061226", "8.1169528915", "12", , 
"US-Ton", "20328", "GRP_SWC", "11.216666667", "Volumetric", , "45", "60", "20061226", "4.113190165", "12", , 
"US-Ton", "20329", "GRP_SWC", "27.861111111", "Volumetric", , "0", "15", "20070106", "5.2177403936", "12", , 
"US-Ton", "20330", "GRP_SWC", "31.911111111", "Volumetric", , "15", "30", "20070106", "9.396446065", "12", , 
"US-Ton", "20331", "GRP_SWC", "31.930555556", "Volumetric", , "15", "30", "20070106", "7.0960005571", "12", , 
"US-Ton", "20332", "GRP_SWC", "28.058333333", "Volumetric", , "30", "45", "20070106", "10.604250387", "12", , 
"US-Ton", "20333", "GRP_SWC", "28.344444444", "Volumetric", , "45", "60", "20070106", "12.311810322", "12", , 
"US-Ton", "20334", "GRP_SWC", "24.830555556", "Volumetric", , "0", "15", "20070110", "6.2478029809", "12", , 
"US-Ton", "20335", "GRP_SWC", "28.244444444", "Volumetric", , "15", "30", "20070110", "7.2564472668", "12", , 
"US-Ton", "20336", "GRP_SWC", "30.472222222", "Volumetric", , "30", "45", "20070110", "8.4814930234", "12", , 
"US-Ton", "20337", "GRP_SWC", "31.855555556", "Volumetric", , "45", "60", "20070110", "14.11259437", "12", , 
"US-Ton", "20338", "GRP_SWC", "23.697222222", "Volumetric", , "0", "15", "20070115", "7.8438093499", "12", , 
"US-Ton", "20339", "GRP_SWC", "26.825", "Volumetric", , "15", "30", "20070115", "7.2043074237", "12", , 
"US-Ton", "20340", "GRP_SWC", "29.75", "Volumetric", , "30", "45", "20070115", "8.7725294372", "12", , 
"US-Ton", "20341", "GRP_SWC", "31.736111111", "Volumetric", , "45", "60", "20070115", "14.55471362", "12", , 
"US-Ton", "20342", "GRP_SWC", "22.779166667", "Volumetric", , "0", "15", "20070119", "7.1091956562", "12", , 
"US-Ton", "20343", "GRP_SWC", "26.1625", "Volumetric", , "15", "30", "20070119", "6.8221272675", "12", , 
"US-Ton", "20344", "GRP_SWC", "29.55", "Volumetric", , "30", "45", "20070119", "7.8479296633", "12", , 
"US-Ton", "20345", "GRP_SWC", "32.0875", "Volumetric", , "45", "60", "20070119", "14.284990931", "12", , 
"US-Ton", "20346", "GRP_SWC", "22.575", "Volumetric", , "0", "15", "20070127", "7.5211100218", "12", , 
"US-Ton", "20347", "GRP_SWC", "25.308333333", "Volumetric", , "15", "30", "20070127", "7.1287598621", "12", , 
"US-Ton", "20348", "GRP_SWC", "29.347222222", "Volumetric", , "30", "45", "20070127", "8.7747279256", "12", , 
"US-Ton", "20349", "GRP_SWC", "31.430555556", "Volumetric", , "45", "60", "20070127", "14.403425928", "12", , 
"US-Ton", "20350", "GRP_SWC", "19.8875", "Volumetric", , "0", "15", "20070204", "7.9105833884", "12", , 
"US-Ton", "20351", "GRP_SWC", "24.1625", "Volumetric", , "15", "30", "20070204", "6.9777609394", "12", , 
"US-Ton", "20352", "GRP_SWC", "28.7", "Volumetric", , "30", "45", "20070204", "8.8897796271", "12", , 
"US-Ton", "20353", "GRP_SWC", "31.5375", "Volumetric", , "45", "60", "20070204", "14.02361847", "12", , 
"US-Ton", "20354", "GRP_SWC", "27.541666667", "Volumetric", , "0", "15", "20070219", "6.7788757597", "12", , 
"US-Ton", "20355", "GRP_SWC", "30.866666667", "Volumetric", , "15", "30", "20070219", "7.4737250188", "12", , 
"US-Ton", "20356", "GRP_SWC", "36.069444444", "Volumetric", , "30", "45", "20070219", "4.9796851617", "12", , 
"US-Ton", "20357", "GRP_SWC", "42.497222222", "Volumetric", , "45", "60", "20070219", "7.7391104118", "12", , 
"US-Ton", "20358", "GRP_SWC", "32.829166667", "Volumetric", , "0", "15", "20070302", "7.3104813539", "12", , 
"US-Ton", "20359", "GRP_SWC", "34.751388889", "Volumetric", , "15", "30", "20070302", "6.9240886004", "12", , 
"US-Ton", "20360", "GRP_SWC", "38.915277778", "Volumetric", , "30", "45", "20070302", "4.9964050629", "12", , 
"US-Ton", "20361", "GRP_SWC", "45.906944444", "Volumetric", , "45", "60", "20070302", "8.2130730304", "12", , 
"US-Ton", "20362", "GRP_SWC", "29.320833333", "Volumetric", , "0", "15", "20070304", "7.5304869781", "8", , 
"US-Ton", "20363", "GRP_SWC", "31.5375", "Volumetric", , "15", "30", "20070304", "7.3165053133", "8", , 
"US-Ton", "20364", "GRP_SWC", "37.304166667", "Volumetric", , "30", "45", "20070304", "5.0275254256", "8", , 
"US-Ton", "20365", "GRP_SWC", "43.383333333", "Volumetric", , "45", "60", "20070304", "6.4348258816", "8", , 
"US-Ton", "20366", "GRP_SWC", "28.116666667", "Volumetric", , "0", "15", "20070310", "7.1013229668", "12", , 
"US-Ton", "20367", "GRP_SWC", "31.375", "Volumetric", , "15", "30", "20070310", "7.6167429212", "12", , 
"US-Ton", "20368", "GRP_SWC", "37.25", "Volumetric", , "30", "45", "20070310", "6.1157108493", "12", , 
"US-Ton", "20369", "GRP_SWC", "44.602777778", "Volumetric", , "45", "60", "20070310", "8.6855442231", "12", , 
"US-Ton", "20370", "GRP_SWC", "25.475", "Volumetric", , "0", "15", "20070316", "6.4762678646", "12", , 
"US-Ton", "20371", "GRP_SWC", "30.225", "Volumetric", , "15", "30", "20070316", "7.468098821", "12", , 
"US-Ton", "20372", "GRP_SWC", "36.945833333", "Volumetric", , "30", "45", "20070316", "6.1457471745", "12", , 
"US-Ton", "20373", "GRP_SWC", "44.904166667", "Volumetric", , "45", "60", "20070316", "10.288132138", "12", , 
"US-Ton", "20374", "GRP_SWC", "21.736111111", "Volumetric", , "0", "15", "20070319", "6.4690476456", "12", , 
"US-Ton", "20375", "GRP_SWC", "26.825", "Volumetric", , "15", "30", "20070319", "6.7783840183", "12", , 
"US-Ton", "20376", "GRP_SWC", "34.863888889", "Volumetric", , "30", "45", "20070319", "6.6461876113", "12", , 
"US-Ton", "20377", "GRP_SWC", "44.4", "Volumetric", , "45", "60", "20070319", "10.118150508", "12", , 
"US-Ton", "20378", "GRP_SWC", "27.329166667", "Volumetric", , "0", "15", "20070328", "6.1273773988", "12", , 
"US-Ton", "20379", "GRP_SWC", "29.15", "Volumetric", , "15", "30", "20070328", "6.8957826374", "12", , 
"US-Ton", "20380", "GRP_SWC", "34.491666667", "Volumetric", , "30", "45", "20070328", "7.6207800046", "12", , 
"US-Ton", "20381", "GRP_SWC", "42.8375", "Volumetric", , "45", "60", "20070328", "9.7771562374", "12", , 
"US-Ton", "20382", "GRP_SWC", "21.05", "Volumetric", , "0", "15", "20070402", "6.1592912487", "12", , 
"US-Ton", "20383", "GRP_SWC", "26.05", "Volumetric", , "15", "30", "20070402", "6.7322756445", "12", , 
"US-Ton", "20384", "GRP_SWC", "33.644444444", "Volumetric", , "30", "45", "20070402", "6.6996507271", "12", , 
"US-Ton", "20385", "GRP_SWC", "42.619444444", "Volumetric", , "45", "60", "20070402", "9.8095856885", "12", , 
"US-Ton", "20386", "GRP_SWC", "18.820833333", "Volumetric", , "0", "15", "20070405", "6.2401725768", "12", , 
"US-Ton", "20387", "GRP_SWC", "24.3125", "Volumetric", , "15", "30", "20070405", "6.2352416662", "12", , 
"US-Ton", "20388", "GRP_SWC", "32.895833333", "Volumetric", , "30", "45", "20070405", "7.8454520217", "12", , 
"US-Ton", "20389", "GRP_SWC", "41.633333333", "Volumetric", , "45", "60", "20070405", "9.821875708", "12", , 
"US-Ton", "20390", "GRP_SWC", "17.127777778", "Volumetric", , "0", "15", "20070418", "5.6427809129", "12", , 
"US-Ton", "20391", "GRP_SWC", "20.008333333", "Volumetric", , "15", "30", "20070418", "5.1767765213", "12", , 
"US-Ton", "20392", "GRP_SWC", "27.655555556", "Volumetric", , "30", "45", "20070418", "6.449983687", "12", , 
"US-Ton", "20393", "GRP_SWC", "36.6", "Volumetric", , "45", "60", "20070418", "9.4334243491", "12", , 
"US-Ton", "20394", "GRP_SWC", "18.215151515", "Volumetric", , "0", "15", "20070428", "6.1700596726", "11", , 
"US-Ton", "20395", "GRP_SWC", "24.190909091", "Volumetric", , "15", "30", "20070428", "6.7968962019", "11", , 
"US-Ton", "20396", "GRP_SWC", "30.048484848", "Volumetric", , "30", "45", "20070428", "6.0233317402", "11", , 
"US-Ton", "20397", "GRP_SWC", "33.390909091", "Volumetric", , "45", "60", "20070428", "9.4827573452", "11", , 
"US-Ton", "20398", "GRP_SWC", "13.354545455", "Volumetric", , "0", "15", "20070508", "6.1143051341", "11", , 
"US-Ton", "20399", "GRP_SWC", "17.815151515", "Volumetric", , "15", "30", "20070508", "5.1044939598", "11", , 
"US-Ton", "20400", "GRP_SWC", "23.36969697", "Volumetric", , "30", "45", "20070508", "4.6845717116", "11", , 
"US-Ton", "20401", "GRP_SWC", "27.666666667", "Volumetric", , "45", "60", "20070508", "8.8575517059", "11", , 
"US-Ton", "20402", "GRP_SWC", "10.539393939", "Volumetric", , "0", "15", "20070515", "5.1989490002", "11", , 
"US-Ton", "20403", "GRP_SWC", "13.412121212", "Volumetric", , "15", "30", "20070515", "3.4696228654", "11", , 
"US-Ton", "20404", "GRP_SWC", "19.454545455", "Volumetric", , "30", "45", "20070515", "3.669522304", "11", , 
"US-Ton", "20405", "GRP_SWC", "21.806060606", "Volumetric", , "45", "60", "20070515", "7.3328911712", "11", , 
"US-Ton", "20406", "GRP_SWC", "7.7555555556", "Volumetric", , "0", "15", "20070604", "4.1242405688", "12", , 
"US-Ton", "20407", "GRP_SWC", "11.508333333", "Volumetric", , "15", "30", "20070604", "3.3344278506", "12", , 
"US-Ton", "20408", "GRP_SWC", "14.811111111", "Volumetric", , "30", "45", "20070604", "4.1168373988", "12", , 
"US-Ton", "20409", "GRP_SWC", "13.875", "Volumetric", , "45", "60", "20070604", "5.1410435014", "12", , 
"US-Ton", "20410", "GRP_SWC", "6.0305555556", "Volumetric", , "0", "15", "20070616", "3.1696623257", "12", , 
"US-Ton", "20411", "GRP_SWC", "11.025", "Volumetric", , "15", "30", "20070616", "3.4309089705", "12", , 
"US-Ton", "20412", "GRP_SWC", "14.436111111", "Volumetric", , "30", "45", "20070616", "4.2717171419", "12", , 
"US-Ton", "20413", "GRP_SWC", "12.630555556", "Volumetric", , "45", "60", "20070616", "5.0352787397", "12", , 
"US-Ton", "20414", "GRP_SWC", "7.2833333333", "Volumetric", , "0", "15", "20070623", "3.6355150525", "12", , 
"US-Ton", "20415", "GRP_SWC", "10.058333333", "Volumetric", , "15", "30", "20070623", "3.5398275082", "12", , 
"US-Ton", "20416", "GRP_SWC", "12.704166667", "Volumetric", , "30", "45", "20070623", "4.369650409", "12", , 
"US-Ton", "20417", "GRP_SWC", "12.404166667", "Volumetric", , "45", "60", "20070623", "5.1671364645", "12", , 
"US-Ton", "20418", "GRP_SWC", "5.3583333333", "Volumetric", , "0", "15", "20070626", "2.7020054281", "12", , 
"US-Ton", "20419", "GRP_SWC", "10.422222222", "Volumetric", , "15", "30", "20070626", "3.2683772062", "12", , 
"US-Ton", "20420", "GRP_SWC", "13.386111111", "Volumetric", , "30", "45", "20070626", "4.2551563096", "12", , 
"US-Ton", "20421", "GRP_SWC", "12.480555556", "Volumetric", , "45", "60", "20070626", "5.1606995519", "12", , 
"US-Ton", "20422", "GRP_SWC", "5.1424242424", "Volumetric", , "0", "15", "20070717", "2.9217228901", "11", , 
"US-Ton", "20423", "GRP_SWC", "9.9757575758", "Volumetric", , "15", "30", "20070717", "3.0375096126", "11", , 
"US-Ton", "20424", "GRP_SWC", "13.796969697", "Volumetric", , "30", "45", "20070717", "3.8650702033", "11", , 
"US-Ton", "20425", "GRP_SWC", "11.066666667", "Volumetric", , "45", "60", "20070717", "4.7939777036", "11", , 
"US-Ton", "20426", "GRP_SWC", "5.0527777778", "Volumetric", , "0", "15", "20070809", "3.0841549547", "12", , 
"US-Ton", "20427", "GRP_SWC", "9.4861111111", "Volumetric", , "15", "30", "20070809", "2.988173941", "12", , 
"US-Ton", "20428", "GRP_SWC", "12.525", "Volumetric", , "30", "45", "20070809", "4.3136411534", "12", , 
"US-Ton", "20429", "GRP_SWC", "11.119444444", "Volumetric", , "45", "60", "20070809", "5.0838317358", "12", , 
"US-Ton", "20430", "GRP_SWC", "5.6151515152", "Volumetric", , "0", "15", "20070822", "2.7378565678", "11", , 
"US-Ton", "20431", "GRP_SWC", "9.2333333333", "Volumetric", , "15", "30", "20070822", "2.9590470757", "12", , 
"US-Ton", "20432", "GRP_SWC", "12.430555556", "Volumetric", , "30", "45", "20070822", "4.7157046526", "12", , 
"US-Ton", "20433", "GRP_SWC", "10.880555556", "Volumetric", , "45", "60", "20070822", "5.0626071922", "12", , 
"US-Ton", "20434", "GRP_SWC", "4.8472222222", "Volumetric", , "0", "15", "20070908", "2.5375347272", "12", , 
"US-Ton", "20435", "GRP_SWC", "9.2027777778", "Volumetric", , "15", "30", "20070908", "3.0827135604", "12", , 
"US-Ton", "20436", "GRP_SWC", "12.083333333", "Volumetric", , "30", "45", "20070908", "4.8604672012", "12", , 
"US-Ton", "20437", "GRP_SWC", "10.816666667", "Volumetric", , "45", "60", "20070908", "4.96597514", "12", , 
"US-Ton", "20438", "GRP_SWC", "4.675", "Volumetric", , "0", "15", "20070920", "2.6176990822", "12", , 
"US-Ton", "20439", "GRP_SWC", "9.1583333333", "Volumetric", , "15", "30", "20070920", "2.9082649553", "12", , 
"US-Ton", "20440", "GRP_SWC", "12.033333333", "Volumetric", , "30", "45", "20070920", "4.5551391778", "12", , 
"US-Ton", "20441", "GRP_SWC", "9.9638888889", "Volumetric", , "45", "60", "20070920", "4.4958220411", "12", , 
"US-Ton", "20442", "GRP_SWC", "10.727777778", "Volumetric", , "0", "15", "20071024", "5.2460438838", "12", , 
"US-Ton", "20443", "GRP_SWC", "9.2166666667", "Volumetric", , "15", "30", "20071024", "3.306910426", "12", , 
"US-Ton", "20444", "GRP_SWC", "11.452777778", "Volumetric", , "30", "45", "20071024", "4.9986959579", "12", , 
"US-Ton", "20445", "GRP_SWC", "9.5416666667", "Volumetric", , "45", "60", "20071024", "4.5074153269", "12", , 
"US-Ton", "20446", "GRP_SWC", "9.025", "Volumetric", , "0", "15", "20071107", "5.0701219279", "12", , 
"US-Ton", "20447", "GRP_SWC", "9.525", "Volumetric", , "15", "30", "20071107", "3.1858707958", "12", , 
"US-Ton", "20448", "GRP_SWC", "11.633333333", "Volumetric", , "30", "45", "20071107", "4.4923841278", "12", , 
"US-Ton", "20449", "GRP_SWC", "8.9875", "Volumetric", , "45", "60", "20071107", "4.0283723873", "12", , 
"US-Ton", "20450", "GRP_SWC", "20.625", "Volumetric", , "0", "15", "20071111", "7.9231679844", "12", , 
"US-Ton", "20451", "GRP_SWC", "14.241666667", "Volumetric", , "15", "30", "20071111", "6.3584529756", "12", , 
"US-Ton", "20452", "GRP_SWC", "11.188888889", "Volumetric", , "30", "45", "20071111", "4.7469146457", "12", , 
"US-Ton", "20453", "GRP_SWC", "9.1111111111", "Volumetric", , "45", "60", "20071111", "3.8978972143", "12", , 
"US-Ton", "20454", "GRP_SWC", "12.194444444", "Volumetric", , "0", "15", "20071125", "6.8991996803", "12", , 
"US-Ton", "20455", "GRP_SWC", "13.438888889", "Volumetric", , "15", "30", "20071125", "4.1277291757", "12", , 
"US-Ton", "20456", "GRP_SWC", "11.405555556", "Volumetric", , "30", "45", "20071125", "4.6928450446", "12", , 
"US-Ton", "20457", "GRP_SWC", "9.7138888889", "Volumetric", , "45", "60", "20071125", "4.2445558317", "12", , 
"US-Ton", "20458", "GRP_SWC", "12.619444444", "Volumetric", , "0", "15", "20071129", "6.0438040455", "12", , 
"US-Ton", "20459", "GRP_SWC", "13.041666667", "Volumetric", , "15", "30", "20071129", "3.6974773", "12", , 
"US-Ton", "20460", "GRP_SWC", "11.675", "Volumetric", , "30", "45", "20071129", "4.8960533477", "12", , 
"US-Ton", "20461", "GRP_SWC", "9.625", "Volumetric", , "45", "60", "20071129", "4.1135677208", "12", , 
"US-Ton", "20462", "GRP_SWC", "25.299074074", "Volumetric", , "0", "15", "20071221", "6.4450443091", "12", , 
"US-Ton", "20463", "GRP_SWC", "28.703518519", "Volumetric", , "15", "30", "20071221", "6.8909481255", "12", , 
"US-Ton", "20464", "GRP_SWC", "27.787037037", "Volumetric", , "30", "45", "20071221", "9.9952747908", "12", , 
"US-Ton", "20465", "GRP_SWC", "15.484259259", "Volumetric", , "45", "60", "20071221", "7.5984809433", "12", , 
"US-Ton", "20466", "GRP_SWC", "29.552777778", "Volumetric", , "0", "15", "20080117", "8.4070852554", "12", , 
"US-Ton", "20467", "GRP_SWC", "34.951543333", "Volumetric", , "0", "15", "20080130", "7.4560550525", "12", , 
"US-Ton", "20468", "GRP_SWC", "36.6", "Volumetric", , "15", "30", "20080130", "4.9892611951", "12", , 
"US-Ton", "20469", "GRP_SWC", "38.883333333", "Volumetric", , "30", "45", "20080130", "3.625875025", "12", , 
"US-Ton", "20470", "GRP_SWC", "45.666666667", "Volumetric", , "45", "60", "20080130", "6.7479738822", "12", , 
"US-Ton", "20471", "GRP_SWC", "31.994444444", "Volumetric", , "0", "15", "20080210", "7.8951696438", "12", , 
"US-Ton", "20472", "GRP_SWC", "34.161111111", "Volumetric", , "15", "30", "20080210", "7.2114223836", "12", , 
"US-Ton", "20473", "GRP_SWC", "38.566666667", "Volumetric", , "30", "45", "20080210", "3.9906709393", "12", , 
"US-Ton", "20474", "GRP_SWC", "45.475", "Volumetric", , "45", "60", "20080210", "8.7773252984", "12", , 
"US-Ton", "20475", "GRP_SWC", "31.116666667", "Volumetric", , "0", "15", "20080302", "5.999132934", "12", , 
"US-Ton", "20476", "GRP_SWC", "33.858333333", "Volumetric", , "15", "30", "20080302", "7.379730977", "12", , 
"US-Ton", "20477", "GRP_SWC", "38.541666667", "Volumetric", , "30", "45", "20080302", "4.8279306272", "12", , 
"US-Ton", "20478", "GRP_SWC", "46.925", "Volumetric", , "45", "60", "20080302", "7.4604969775", "12", , 
"US-Ton", "20479", "GRP_SWC", "29.133333333", "Volumetric", , "0", "15", "20080306", "6.6692116354", "12", , 
"US-Ton", "20480", "GRP_SWC", "32.469444444", "Volumetric", , "15", "30", "20080306", "7.4454576802", "12", , 
"US-Ton", "20481", "GRP_SWC", "37.816666667", "Volumetric", , "30", "45", "20080306", "5.3111565443", "12", , 
"US-Ton", "20482", "GRP_SWC", "44.536111111", "Volumetric", , "45", "60", "20080306", "8.2085870083", "12", , 
