"SITE_ID", "GROUP_ID", "VARIABLE_GROUP", "TREES_NUM", "TREES_NUM_DATE", "TREES_NUM_SPATIAL_REP_NUMBER", "TREES_NUM_SPATIAL_VARIABILITY", "TREES_NUM_SPP", "TREES_NUM_APPROACH", "TREES_NUM_DATE_UNC", "TREES_NUM_COMMENT", 
"US-Ha1", "17524", "GRP_TREES_NUM", "73.85", "20061114", "34", "155.41", "Pinus strobus", , , , 
"US-Ha1", "17527", "GRP_TREES_NUM", "11.37", "20061114", "34", "40.04", "Picea glauca", , , , 
"US-Ha1", "17530", "GRP_TREES_NUM", "35.06", "20061114", "34", "55.81", "Betula alleghaniensis", , , , 
"US-Ha1", "17533", "GRP_TREES_NUM", "28.38", "20071120", "34", "105.46", "Fraxinus americana", , , , 
"US-Ha1", "17536", "GRP_TREES_NUM", "16.51", "20071120", "34", "41.22", "Betula lenta", , , , 
"US-Ha1", "17539", "GRP_TREES_NUM", "11.84", "20071120", "34", "22.88", "Fagus grandifolia", , , , 
"US-Ha1", "17542", "GRP_TREES_NUM", "35.69", "20071120", "34", "82.82", "Quercus velutina", , , , 
"US-Ha1", "17545", "GRP_TREES_NUM", "28.93", "20071120", "34", "84.42", "Prunus serotina", , , , 
"US-Ha1", "17548", "GRP_TREES_NUM", "4.92", "20071120", "34", "24.02", "Betula populifolia", , , , 
"US-Ha1", "17551", "GRP_TREES_NUM", "178.48", "20071120", "34", "339.75", "Tsuga canadensis", , , , 
"US-Ha1", "17554", "GRP_TREES_NUM", "261.38", "20071120", "34", "159.43", "Acer rubrum", , , , 
"US-Ha1", "17557", "GRP_TREES_NUM", "467.82", "20071120", "34", "353.57", "Quercus rubra", , , , 
"US-Ha1", "17560", "GRP_TREES_NUM", "89.7", "20071120", "34", "305.36", "Pinus resinosa", , , , 
"US-Ha1", "17563", "GRP_TREES_NUM", "0.39", "20071120", "34", "2.28", "Acer pennsylvanicum", , , , 
"US-Ha1", "17566", "GRP_TREES_NUM", "5.88", "20071120", "34", "23.88", "Betula papyrifera", , , , 
"US-Ha1", "17569", "GRP_TREES_NUM", "73.85", "20071120", "34", "155.41", "Pinus strobus", , , , 
"US-Ha1", "17572", "GRP_TREES_NUM", "11.37", "20071120", "34", "40.04", "Picea glauca", , , , 
"US-Ha1", "17575", "GRP_TREES_NUM", "35.06", "20071120", "34", "55.81", "Betula alleghaniensis", , , , 
"US-Ha1", "17578", "GRP_TREES_NUM", "28.38", "20081120", "34", "105.46", "Fraxinus americana", , , , 
"US-Ha1", "17581", "GRP_TREES_NUM", "16.51", "20081120", "34", "41.22", "Betula lenta", , , , 
"US-Ha1", "17584", "GRP_TREES_NUM", "11.84", "20081120", "34", "22.88", "Fagus grandifolia", , , , 
"US-Ha1", "17587", "GRP_TREES_NUM", "35.69", "20081120", "34", "82.82", "Quercus velutina", , , , 
"US-Ha1", "17590", "GRP_TREES_NUM", "28.93", "20081120", "34", "84.42", "Prunus serotina", , , , 
"US-Ha1", "17593", "GRP_TREES_NUM", "4.92", "20081120", "34", "24.02", "Betula populifolia", , , , 
"US-Ha1", "17596", "GRP_TREES_NUM", "178.48", "20081120", "34", "339.75", "Tsuga canadensis", , , , 
"US-Ha1", "17599", "GRP_TREES_NUM", "261.38", "20081120", "34", "159.43", "Acer rubrum", , , , 
"US-Ha1", "17602", "GRP_TREES_NUM", "467.82", "20081120", "34", "353.57", "Quercus rubra", , , , 
"US-Ha1", "17605", "GRP_TREES_NUM", "89.7", "20081120", "34", "305.36", "Pinus resinosa", , , , 
"US-Ha1", "17608", "GRP_TREES_NUM", "0.39", "20081120", "34", "2.28", "Acer pennsylvanicum", , , , 
"US-Ha1", "17611", "GRP_TREES_NUM", "5.88", "20081120", "34", "23.88", "Betula papyrifera", , , , 
"US-Ha1", "17614", "GRP_TREES_NUM", "73.85", "20081120", "34", "155.41", "Pinus strobus", , , , 
"US-Ha1", "17617", "GRP_TREES_NUM", "11.37", "20081120", "34", "40.04", "Picea glauca", , , , 
"US-Ha1", "17620", "GRP_TREES_NUM", "35.06", "20081120", "34", "55.81", "Betula alleghaniensis", , , , 
"US-Ha1", "17623", "GRP_TREES_NUM", "28.38", "20091201", "34", "105.46", "Fraxinus americana", , , , 
"US-Ha1", "17626", "GRP_TREES_NUM", "16.51", "20091201", "34", "41.22", "Betula lenta", , , , 
"US-Ha1", "17629", "GRP_TREES_NUM", "11.84", "20091201", "34", "22.88", "Fagus grandifolia", , , , 
"US-Ha1", "17632", "GRP_TREES_NUM", "35.69", "20091201", "34", "82.82", "Quercus velutina", , , , 
"US-Ha1", "17635", "GRP_TREES_NUM", "28.93", "20091201", "34", "84.42", "Prunus serotina", , , , 
"US-Ha1", "17638", "GRP_TREES_NUM", "4.92", "20091201", "34", "24.02", "Betula populifolia", , , , 
"US-Ha1", "17641", "GRP_TREES_NUM", "178.48", "20091201", "34", "339.75", "Tsuga canadensis", , , , 
"US-Ha1", "17644", "GRP_TREES_NUM", "261.38", "20091201", "34", "159.43", "Acer rubrum", , , , 
"US-Ha1", "17647", "GRP_TREES_NUM", "467.82", "20091201", "34", "353.57", "Quercus rubra", , , , 
"US-Ha1", "17650", "GRP_TREES_NUM", "89.7", "20091201", "34", "305.36", "Pinus resinosa", , , , 
"US-Ha1", "17653", "GRP_TREES_NUM", "0.39", "20091201", "34", "2.28", "Acer pennsylvanicum", , , , 
"US-Ha1", "17656", "GRP_TREES_NUM", "5.88", "20091201", "34", "23.88", "Betula papyrifera", , , , 
"US-Ha1", "17659", "GRP_TREES_NUM", "73.85", "20091201", "34", "155.41", "Pinus strobus", , , , 
"US-Ha1", "17662", "GRP_TREES_NUM", "11.37", "20091201", "34", "40.04", "Picea glauca", , , , 
"US-Ha1", "17665", "GRP_TREES_NUM", "35.06", "20091201", "34", "55.81", "Betula alleghaniensis", , , , 
"US-Ha1", "17668", "GRP_TREES_NUM", "28.38", "20101207", "34", "105.46", "Fraxinus americana", , , , 
"US-Ha1", "17671", "GRP_TREES_NUM", "16.51", "20101207", "34", "41.22", "Betula lenta", , , , 
"US-Ha1", "17674", "GRP_TREES_NUM", "11.84", "20101207", "34", "22.88", "Fagus grandifolia", , , , 
"US-Ha1", "17677", "GRP_TREES_NUM", "35.69", "20101207", "34", "82.82", "Quercus velutina", , , , 
"US-Ha1", "17680", "GRP_TREES_NUM", "28.93", "20101207", "34", "84.42", "Prunus serotina", , , , 
"US-Ha1", "17683", "GRP_TREES_NUM", "4.92", "20101207", "34", "24.02", "Betula populifolia", , , , 
"US-Ha1", "17686", "GRP_TREES_NUM", "178.48", "20101207", "34", "339.75", "Tsuga canadensis", , , , 
"US-Ha1", "17689", "GRP_TREES_NUM", "261.38", "20101207", "34", "159.43", "Acer rubrum", , , , 
"US-Ha1", "17692", "GRP_TREES_NUM", "467.82", "20101207", "34", "353.57", "Quercus rubra", , , , 
"US-Ha1", "17695", "GRP_TREES_NUM", "89.7", "20101207", "34", "305.36", "Pinus resinosa", , , , 
"US-Ha1", "17698", "GRP_TREES_NUM", "0.39", "20101207", "34", "2.28", "Acer pennsylvanicum", , , , 
"US-Ha1", "17701", "GRP_TREES_NUM", "5.88", "20101207", "34", "23.88", "Betula papyrifera", , , , 
"US-Ha1", "17704", "GRP_TREES_NUM", "73.85", "20101207", "34", "155.41", "Pinus strobus", , , , 
"US-Ha1", "17707", "GRP_TREES_NUM", "11.37", "20101207", "34", "40.04", "Picea glauca", , , , 
"US-Ha1", "17710", "GRP_TREES_NUM", "35.06", "20101207", "34", "55.81", "Betula alleghaniensis", , , , 
"US-Ha1", "17713", "GRP_TREES_NUM", "28.38", "20111201", "34", "105.46", "Fraxinus americana", , , , 
"US-Ha1", "17716", "GRP_TREES_NUM", "16.51", "20111201", "34", "41.22", "Betula lenta", , , , 
"US-Ha1", "17719", "GRP_TREES_NUM", "11.84", "20111201", "34", "22.88", "Fagus grandifolia", , , , 
"US-Ha1", "17722", "GRP_TREES_NUM", "35.69", "20111201", "34", "82.82", "Quercus velutina", , , , 
"US-Ha1", "17725", "GRP_TREES_NUM", "28.93", "20111201", "34", "84.42", "Prunus serotina", , , , 
"US-Ha1", "17728", "GRP_TREES_NUM", "4.92", "20111201", "34", "24.02", "Betula populifolia", , , , 
"US-Ha1", "17731", "GRP_TREES_NUM", "178.48", "20111201", "34", "339.75", "Tsuga canadensis", , , , 
"US-Ha1", "17734", "GRP_TREES_NUM", "261.38", "20111201", "34", "159.43", "Acer rubrum", , , , 
"US-Ha1", "17737", "GRP_TREES_NUM", "467.82", "20111201", "34", "353.57", "Quercus rubra", , , , 
"US-Ha1", "17740", "GRP_TREES_NUM", "89.7", "20111201", "34", "305.36", "Pinus resinosa", , , , 
"US-Ha1", "17743", "GRP_TREES_NUM", "0.39", "20111201", "34", "2.28", "Acer pennsylvanicum", , , , 
"US-Ha1", "17746", "GRP_TREES_NUM", "5.88", "20111201", "34", "23.88", "Betula papyrifera", , , , 
"US-Ha1", "17749", "GRP_TREES_NUM", "73.85", "20111201", "34", "155.41", "Pinus strobus", , , , 
"US-Ha1", "17752", "GRP_TREES_NUM", "11.37", "20111201", "34", "40.04", "Picea glauca", , , , 
"US-Ha1", "17755", "GRP_TREES_NUM", "35.06", "20111201", "34", "55.81", "Betula alleghaniensis", , , , 
"US-Ha1", "17758", "GRP_TREES_NUM", "28.38", "20121204", "34", "105.46", "Fraxinus americana", , , , 
"US-Ha1", "17761", "GRP_TREES_NUM", "16.51", "20121204", "34", "41.22", "Betula lenta", , , , 
"US-Ha1", "17764", "GRP_TREES_NUM", "11.84", "20121204", "34", "22.88", "Fagus grandifolia", , , , 
"US-Ha1", "17767", "GRP_TREES_NUM", "35.69", "20121204", "34", "82.82", "Quercus velutina", , , , 
"US-Ha1", "17770", "GRP_TREES_NUM", "28.93", "20121204", "34", "84.42", "Prunus serotina", , , , 
"US-Ha1", "17773", "GRP_TREES_NUM", "4.92", "20121204", "34", "24.02", "Betula populifolia", , , , 
"US-Ha1", "17776", "GRP_TREES_NUM", "178.48", "20121204", "34", "339.75", "Tsuga canadensis", , , , 
"US-Ha1", "17779", "GRP_TREES_NUM", "261.38", "20121204", "34", "159.43", "Acer rubrum", , , , 
"US-Ha1", "17782", "GRP_TREES_NUM", "467.82", "20121204", "34", "353.57", "Quercus rubra", , , , 
"US-Ha1", "17785", "GRP_TREES_NUM", "89.7", "20121204", "34", "305.36", "Pinus resinosa", , , , 
"US-Ha1", "17788", "GRP_TREES_NUM", "0.39", "20121204", "34", "2.28", "Acer pennsylvanicum", , , , 
"US-Ha1", "17791", "GRP_TREES_NUM", "5.88", "20121204", "34", "23.88", "Betula papyrifera", , , , 
"US-Ha1", "17794", "GRP_TREES_NUM", "73.85", "20121204", "34", "155.41", "Pinus strobus", , , , 
"US-Ha1", "17797", "GRP_TREES_NUM", "11.37", "20121204", "34", "40.04", "Picea glauca", , , , 
"US-Ha1", "17800", "GRP_TREES_NUM", "35.06", "20121204", "34", "55.81", "Betula alleghaniensis", , , , 
"US-Ha1", "17803", "GRP_TREES_NUM", "28.38", "20131212", "34", "105.46", "Fraxinus americana", , , , 
"US-Ha1", "17806", "GRP_TREES_NUM", "16.51", "20131212", "34", "41.22", "Betula lenta", , , , 
"US-Ha1", "17809", "GRP_TREES_NUM", "11.84", "20131212", "34", "22.88", "Fagus grandifolia", , , , 
"US-Ha1", "17812", "GRP_TREES_NUM", "35.69", "20131212", "34", "82.82", "Quercus velutina", , , , 
"US-Ha1", "17815", "GRP_TREES_NUM", "28.93", "20131212", "34", "84.42", "Prunus serotina", , , , 
"US-Ha1", "17818", "GRP_TREES_NUM", "4.92", "20131212", "34", "24.02", "Betula populifolia", , , , 
"US-Ha1", "17821", "GRP_TREES_NUM", "178.48", "20131212", "34", "339.75", "Tsuga canadensis", , , , 
"US-Ha1", "17824", "GRP_TREES_NUM", "261.38", "20131212", "34", "159.43", "Acer rubrum", , , , 
"US-Ha1", "17827", "GRP_TREES_NUM", "467.82", "20131212", "34", "353.57", "Quercus rubra", , , , 
"US-Ha1", "17830", "GRP_TREES_NUM", "89.7", "20131212", "34", "305.36", "Pinus resinosa", , , , 
"US-Ha1", "17833", "GRP_TREES_NUM", "0.39", "20131212", "34", "2.28", "Acer pennsylvanicum", , , , 
"US-Ha1", "17836", "GRP_TREES_NUM", "5.88", "20131212", "34", "23.88", "Betula papyrifera", , , , 
"US-Ha1", "17839", "GRP_TREES_NUM", "73.85", "20131212", "34", "155.41", "Pinus strobus", , , , 
"US-Ha1", "17842", "GRP_TREES_NUM", "11.37", "20131212", "34", "40.04", "Picea glauca", , , , 
"US-Ha1", "17845", "GRP_TREES_NUM", "35.06", "20131212", "34", "55.81", "Betula alleghaniensis", , , , 
"US-Ha1", "17848", "GRP_TREES_NUM", "28.38", "19991027", "34", "105.46", "Fraxinus americana", , , , 
"US-Ha1", "17852", "GRP_TREES_NUM", "16.51", "19991027", "34", "41.22", "Betula lenta", , , , 
"US-Ha1", "17856", "GRP_TREES_NUM", "11.84", "19991027", "34", "22.88", "Fagus grandifolia", , , , 
"US-Ha1", "17860", "GRP_TREES_NUM", "35.69", "19991027", "34", "82.82", "Quercus velutina", , , , 
"US-Ha1", "17864", "GRP_TREES_NUM", "28.93", "19991027", "34", "84.42", "Prunus serotina", , , , 
"US-Ha1", "17868", "GRP_TREES_NUM", "4.92", "19991027", "34", "24.02", "Betula populifolia", , , , 
"US-Ha1", "17872", "GRP_TREES_NUM", "178.48", "19991027", "34", "339.75", "Tsuga canadensis", , , , 
"US-Ha1", "17876", "GRP_TREES_NUM", "261.38", "19991027", "34", "159.43", "Acer rubrum", , , , 
"US-Ha1", "17880", "GRP_TREES_NUM", "467.82", "19991027", "34", "353.57", "Quercus rubra", , , , 
"US-Ha1", "17884", "GRP_TREES_NUM", "89.7", "19991027", "34", "305.36", "Pinus resinosa", , , , 
"US-Ha1", "17888", "GRP_TREES_NUM", "0.39", "19991027", "34", "2.28", "Acer pennsylvanicum", , , , 
"US-Ha1", "17892", "GRP_TREES_NUM", "5.88", "19991027", "34", "23.88", "Betula papyrifera", , , , 
"US-Ha1", "17896", "GRP_TREES_NUM", "73.85", "19991027", "34", "155.41", "Pinus strobus", , , , 
"US-Ha1", "17900", "GRP_TREES_NUM", "11.37", "19991027", "34", "40.04", "Picea glauca", , , , 
"US-Ha1", "17904", "GRP_TREES_NUM", "35.06", "19991027", "34", "55.81", "Betula alleghaniensis", , , , 
"US-Ha1", "17908", "GRP_TREES_NUM", "28.38", "20001024", "34", "105.46", "Fraxinus americana", , , , 
"US-Ha1", "17912", "GRP_TREES_NUM", "16.51", "20001024", "34", "41.22", "Betula lenta", , , , 
"US-Ha1", "17916", "GRP_TREES_NUM", "11.84", "20001024", "34", "22.88", "Fagus grandifolia", , , , 
"US-Ha1", "17920", "GRP_TREES_NUM", "35.69", "20001024", "34", "82.82", "Quercus velutina", , , , 
"US-Ha1", "17924", "GRP_TREES_NUM", "28.93", "20001024", "34", "84.42", "Prunus serotina", , , , 
"US-Ha1", "17928", "GRP_TREES_NUM", "4.92", "20001024", "34", "24.02", "Betula populifolia", , , , 
"US-Ha1", "17932", "GRP_TREES_NUM", "178.48", "20001024", "34", "339.75", "Tsuga canadensis", , , , 
"US-Ha1", "17936", "GRP_TREES_NUM", "261.38", "20001024", "34", "159.43", "Acer rubrum", , , , 
"US-Ha1", "17940", "GRP_TREES_NUM", "467.82", "20001024", "34", "353.57", "Quercus rubra", , , , 
"US-Ha1", "17944", "GRP_TREES_NUM", "89.7", "20001024", "34", "305.36", "Pinus resinosa", , , , 
"US-Ha1", "17948", "GRP_TREES_NUM", "0.39", "20001024", "34", "2.28", "Acer pennsylvanicum", , , , 
"US-Ha1", "17952", "GRP_TREES_NUM", "5.88", "20001024", "34", "23.88", "Betula papyrifera", , , , 
"US-Ha1", "17955", "GRP_TREES_NUM", "73.85", "20001024", "34", "155.41", "Pinus strobus", , , , 
"US-Ha1", "17959", "GRP_TREES_NUM", "11.37", "20001024", "34", "40.04", "Picea glauca", , , , 
"US-Ha1", "17963", "GRP_TREES_NUM", "35.06", "20001024", "34", "55.81", "Betula alleghaniensis", , , , 
"US-Ha1", "17967", "GRP_TREES_NUM", "28.38", "20011026", "34", "105.46", "Fraxinus americana", , , , 
"US-Ha1", "17971", "GRP_TREES_NUM", "16.51", "20011026", "34", "41.22", "Betula lenta", , , , 
"US-Ha1", "17975", "GRP_TREES_NUM", "11.84", "20011026", "34", "22.88", "Fagus grandifolia", , , , 
"US-Ha1", "17979", "GRP_TREES_NUM", "35.69", "20011026", "34", "82.82", "Quercus velutina", , , , 
"US-Ha1", "17983", "GRP_TREES_NUM", "28.93", "20011026", "34", "84.42", "Prunus serotina", , , , 
"US-Ha1", "17987", "GRP_TREES_NUM", "4.92", "20011026", "34", "24.02", "Betula populifolia", , , , 
"US-Ha1", "17991", "GRP_TREES_NUM", "178.48", "20011026", "34", "339.75", "Tsuga canadensis", , , , 
"US-Ha1", "17995", "GRP_TREES_NUM", "261.38", "20011026", "34", "159.43", "Acer rubrum", , , , 
"US-Ha1", "17999", "GRP_TREES_NUM", "467.82", "20011026", "34", "353.57", "Quercus rubra", , , , 
"US-Ha1", "18003", "GRP_TREES_NUM", "89.7", "20011026", "34", "305.36", "Pinus resinosa", , , , 
"US-Ha1", "18007", "GRP_TREES_NUM", "0.39", "20011026", "34", "2.28", "Acer pennsylvanicum", , , , 
"US-Ha1", "18011", "GRP_TREES_NUM", "5.88", "20011026", "34", "23.88", "Betula papyrifera", , , , 
"US-Ha1", "18015", "GRP_TREES_NUM", "73.85", "20011026", "34", "155.41", "Pinus strobus", , , , 
"US-Ha1", "18019", "GRP_TREES_NUM", "11.37", "20011026", "34", "40.04", "Picea glauca", , , , 
"US-Ha1", "18023", "GRP_TREES_NUM", "35.06", "20011026", "34", "55.81", "Betula alleghaniensis", , , , 
"US-Ha1", "18027", "GRP_TREES_NUM", "28.38", "20021114", "34", "105.46", "Fraxinus americana", , , , 
"US-Ha1", "18031", "GRP_TREES_NUM", "16.51", "20021114", "34", "41.22", "Betula lenta", , , , 
"US-Ha1", "18035", "GRP_TREES_NUM", "11.84", "20021114", "34", "22.88", "Fagus grandifolia", , , , 
"US-Ha1", "18039", "GRP_TREES_NUM", "35.69", "20021114", "34", "82.82", "Quercus velutina", , , , 
"US-Ha1", "18043", "GRP_TREES_NUM", "28.93", "20021114", "34", "84.42", "Prunus serotina", , , , 
"US-Ha1", "18047", "GRP_TREES_NUM", "4.92", "20021114", "34", "24.02", "Betula populifolia", , , , 
"US-Ha1", "18051", "GRP_TREES_NUM", "178.48", "20021114", "34", "339.75", "Tsuga canadensis", , , , 
"US-Ha1", "18055", "GRP_TREES_NUM", "261.38", "20021114", "34", "159.43", "Acer rubrum", , , , 
"US-Ha1", "18059", "GRP_TREES_NUM", "467.82", "20021114", "34", "353.57", "Quercus rubra", , , , 
"US-Ha1", "18063", "GRP_TREES_NUM", "89.7", "20021114", "34", "305.36", "Pinus resinosa", , , , 
"US-Ha1", "18067", "GRP_TREES_NUM", "0.39", "20021114", "34", "2.28", "Acer pennsylvanicum", , , , 
"US-Ha1", "18071", "GRP_TREES_NUM", "5.88", "20021114", "34", "23.88", "Betula papyrifera", , , , 
"US-Ha1", "18075", "GRP_TREES_NUM", "73.85", "20021114", "34", "155.41", "Pinus strobus", , , , 
"US-Ha1", "18079", "GRP_TREES_NUM", "11.37", "20021114", "34", "40.04", "Picea glauca", , , , 
"US-Ha1", "18083", "GRP_TREES_NUM", "35.06", "20021114", "34", "55.81", "Betula alleghaniensis", , , , 
"US-Ha1", "18087", "GRP_TREES_NUM", "28.38", "20031113", "34", "105.46", "Fraxinus americana", , , , 
"US-Ha1", "18091", "GRP_TREES_NUM", "16.51", "20031113", "34", "41.22", "Betula lenta", , , , 
"US-Ha1", "18095", "GRP_TREES_NUM", "11.84", "20031113", "34", "22.88", "Fagus grandifolia", , , , 
"US-Ha1", "18099", "GRP_TREES_NUM", "35.69", "20031113", "34", "82.82", "Quercus velutina", , , , 
"US-Ha1", "18103", "GRP_TREES_NUM", "28.93", "20031113", "34", "84.42", "Prunus serotina", , , , 
"US-Ha1", "18107", "GRP_TREES_NUM", "4.92", "20031113", "34", "24.02", "Betula populifolia", , , , 
"US-Ha1", "18111", "GRP_TREES_NUM", "178.48", "20031113", "34", "339.75", "Tsuga canadensis", , , , 
"US-Ha1", "18115", "GRP_TREES_NUM", "261.38", "20031113", "34", "159.43", "Acer rubrum", , , , 
"US-Ha1", "18119", "GRP_TREES_NUM", "467.82", "20031113", "34", "353.57", "Quercus rubra", , , , 
"US-Ha1", "18123", "GRP_TREES_NUM", "89.7", "20031113", "34", "305.36", "Pinus resinosa", , , , 
"US-Ha1", "18127", "GRP_TREES_NUM", "0.39", "20031113", "34", "2.28", "Acer pennsylvanicum", , , , 
"US-Ha1", "18131", "GRP_TREES_NUM", "5.88", "20031113", "34", "23.88", "Betula papyrifera", , , , 
"US-Ha1", "18135", "GRP_TREES_NUM", "73.85", "20031113", "34", "155.41", "Pinus strobus", , , , 
"US-Ha1", "18139", "GRP_TREES_NUM", "11.37", "20031113", "34", "40.04", "Picea glauca", , , , 
"US-Ha1", "18143", "GRP_TREES_NUM", "35.06", "20031113", "34", "55.81", "Betula alleghaniensis", , , , 
"US-Ha1", "18147", "GRP_TREES_NUM", "28.38", "20041103", "34", "105.46", "Fraxinus americana", , , , 
"US-Ha1", "18151", "GRP_TREES_NUM", "16.51", "20041103", "34", "41.22", "Betula lenta", , , , 
"US-Ha1", "18155", "GRP_TREES_NUM", "11.84", "20041103", "34", "22.88", "Fagus grandifolia", , , , 
"US-Ha1", "18159", "GRP_TREES_NUM", "35.69", "20041103", "34", "82.82", "Quercus velutina", , , , 
"US-Ha1", "18163", "GRP_TREES_NUM", "28.93", "20041103", "34", "84.42", "Prunus serotina", , , , 
"US-Ha1", "18167", "GRP_TREES_NUM", "4.92", "20041103", "34", "24.02", "Betula populifolia", , , , 
"US-Ha1", "18171", "GRP_TREES_NUM", "178.48", "20041103", "34", "339.75", "Tsuga canadensis", , , , 
"US-Ha1", "18175", "GRP_TREES_NUM", "261.38", "20041103", "34", "159.43", "Acer rubrum", , , , 
"US-Ha1", "18179", "GRP_TREES_NUM", "467.82", "20041103", "34", "353.57", "Quercus rubra", , , , 
"US-Ha1", "18183", "GRP_TREES_NUM", "89.7", "20041103", "34", "305.36", "Pinus resinosa", , , , 
"US-Ha1", "18187", "GRP_TREES_NUM", "0.39", "20041103", "34", "2.28", "Acer pennsylvanicum", , , , 
"US-Ha1", "18191", "GRP_TREES_NUM", "5.88", "20041103", "34", "23.88", "Betula papyrifera", , , , 
"US-Ha1", "18195", "GRP_TREES_NUM", "73.85", "20041103", "34", "155.41", "Pinus strobus", , , , 
"US-Ha1", "18199", "GRP_TREES_NUM", "11.37", "20041103", "34", "40.04", "Picea glauca", , , , 
"US-Ha1", "18203", "GRP_TREES_NUM", "35.06", "20041103", "34", "55.81", "Betula alleghaniensis", , , , 
"US-Ha1", "18207", "GRP_TREES_NUM", "28.38", "20051102", "34", "105.46", "Fraxinus americana", , , , 
"US-Ha1", "18211", "GRP_TREES_NUM", "16.51", "20051102", "34", "41.22", "Betula lenta", , , , 
"US-Ha1", "18215", "GRP_TREES_NUM", "11.84", "20051102", "34", "22.88", "Fagus grandifolia", , , , 
"US-Ha1", "18219", "GRP_TREES_NUM", "35.69", "20051102", "34", "82.82", "Quercus velutina", , , , 
"US-Ha1", "18223", "GRP_TREES_NUM", "28.93", "20051102", "34", "84.42", "Prunus serotina", , , , 
"US-Ha1", "18227", "GRP_TREES_NUM", "4.92", "20051102", "34", "24.02", "Betula populifolia", , , , 
"US-Ha1", "18231", "GRP_TREES_NUM", "178.48", "20051102", "34", "339.75", "Tsuga canadensis", , , , 
